country,indicator,year_week,value,,,,
France,Daily ICU occupancy,2021-W11,4353,,,,
France,Daily ICU occupancy,2021-W11,4406,,,,
France,Daily ICU occupancy,2021-W12,4548,,,,
France,Daily ICU occupancy,2021-W12,4634,,,,
France,Daily ICU occupancy,2021-W12,4651,,,,
France,Daily ICU occupancy,2021-W12,4709,,,,
France,Daily ICU occupancy,2021-W12,4766,,,,
France,Daily ICU occupancy,2021-W12,4791,,,,
France,Daily ICU occupancy,2021-W12,4872,,,,
France,Daily ICU occupancy,2021-W13,4974,,,,
France,Daily ICU occupancy,2021-W13,5072,,,,
France,Daily ICU occupancy,2021-W13,5053,,,,
France,Daily ICU occupancy,2021-W13,5109,,,,
France,Daily ICU occupancy,2021-W13,5254,,,,
France,Daily ICU occupancy,2021-W13,5273,,,,
France,Daily ICU occupancy,2021-W13,5341,,,,
France,Daily ICU occupancy,2021-W14,5433,,,,
France,Daily ICU occupancy,2021-W14,5626,,,,
France,Daily ICU occupancy,2021-W14,5729,,,,
France,Daily ICU occupancy,2021-W14,5705,,,,
France,Daily ICU occupancy,2021-W14,5757,,,,
France,Daily ICU occupancy,2021-W14,5769,,,,
France,Daily ICU occupancy,2021-W14,5838,,,,
France,Daily ICU occupancy,2021-W15,5916,,,,
France,Daily ICU occupancy,2021-W15,5952,,,,
France,Daily ICU occupancy,2021-W15,5902,,,,
France,Daily ICU occupancy,2021-W15,5924,,,,
France,Daily ICU occupancy,2021-W15,5914,,,,
France,Daily ICU occupancy,2021-W15,5877,,,,
France,Daily ICU occupancy,2021-W15,5893,,,,
France,Daily ICU occupancy,2021-W16,5970,,,,
France,Daily ICU occupancy,2021-W16,5984,,,,
France,Daily ICU occupancy,2021-W16,5959,,,,
France,Daily ICU occupancy,2021-W16,5981,,,,
France,Daily ICU occupancy,2021-W16,5962,,,,
France,Daily ICU occupancy,2021-W16,5958,,,,
France,Daily ICU occupancy,2021-W16,5978,,,,
France,Daily ICU occupancy,2021-W17,6001,,,,
France,Daily ICU occupancy,2021-W17,5943,,,,
France,Daily ICU occupancy,2021-W17,5879,,,,
France,Daily ICU occupancy,2021-W17,5804,,,,
France,Daily ICU occupancy,2021-W17,5675,,,,
France,Daily ICU occupancy,2021-W17,5581,,,,
France,Daily ICU occupancy,2021-W17,5585,,,,
France,Daily ICU occupancy,2021-W18,5630,,,,
France,Daily ICU occupancy,2021-W18,5504,,,,
France,Daily ICU occupancy,2021-W18,5402,,,,
France,Daily ICU occupancy,2021-W18,5231,,,,
France,Daily ICU occupancy,2021-W18,5106,,,,
France,Daily ICU occupancy,2021-W18,5005,,,,
France,Daily ICU occupancy,2021-W18,4971,,,,
France,Daily ICU occupancy,2021-W19,4870,,,,
France,Daily ICU occupancy,2021-W19,4743,,,,
France,Daily ICU occupancy,2021-W19,4583,,,,
France,Daily ICU occupancy,2021-W19,4442,,,,
France,Daily ICU occupancy,2021-W19,4352,,,,
France,Daily ICU occupancy,2021-W19,4271,,,,
France,Daily ICU occupancy,2021-W19,4255,,,,
France,Daily ICU occupancy,2021-W20,4186,,,,
France,Daily ICU occupancy,2021-W20,4015,,,,
France,Daily ICU occupancy,2021-W20,3862,,,,
France,Daily ICU occupancy,2021-W20,3769,,,,
France,Daily ICU occupancy,2021-W20,3631,,,,
France,Daily ICU occupancy,2021-W20,3544,,,,
France,Daily ICU occupancy,2021-W20,3515,,,,
France,Daily ICU occupancy,2021-W21,3496,,,,
France,Daily ICU occupancy,2021-W21,3447,,,,
France,Daily ICU occupancy,2021-W21,3330,,,,
France,Daily ICU occupancy,2021-W21,3206,,,,
France,Daily ICU occupancy,2021-W21,3104,,,,
France,Daily ICU occupancy,2021-W21,3028,,,,
France,Daily ICU occupancy,2021-W21,2993,,,,
France,Daily ICU occupancy,2021-W22,2945,,,,
France,Daily ICU occupancy,2021-W22,2825,,,,
France,Daily ICU occupancy,2021-W22,2754,,,,
France,Daily ICU occupancy,2021-W22,2677,,,,
France,Daily ICU occupancy,2021-W22,2571,,,,
France,Daily ICU occupancy,2021-W22,2525,,,,
France,Daily ICU occupancy,2021-W22,2527,,,,
France,Daily ICU occupancy,2021-W23,2472,,,,
France,Daily ICU occupancy,2021-W23,2394,,,,
France,Daily ICU occupancy,2021-W23,2326,,,,
France,Daily ICU occupancy,2021-W23,2245,,,,
France,Daily ICU occupancy,2021-W23,2163,,,,
France,Daily ICU occupancy,2021-W23,2110,,,,
France,Daily ICU occupancy,2021-W23,2106,,,,
France,Daily ICU occupancy,2021-W24,2068,,,,
France,Daily ICU occupancy,2021-W24,1952,,,,
France,Daily ICU occupancy,2021-W24,1873,,,,
France,Daily ICU occupancy,2021-W24,1799,,,,
France,Daily ICU occupancy,2021-W24,1740,,,,
France,Daily ICU occupancy,2021-W24,1703,,,,
France,Daily ICU occupancy,2021-W24,1703,,,,
France,Daily ICU occupancy,2021-W25,1655,,,,
France,Daily ICU occupancy,2021-W25,1560,,,,
France,Daily ICU occupancy,2021-W25,1509,,,,
France,Daily ICU occupancy,2021-W25,1439,,,,
France,Daily ICU occupancy,2021-W25,1389,,,,
France,Daily ICU occupancy,2021-W25,1349,,,,
France,Daily ICU occupancy,2021-W25,1345,,,,
France,Daily ICU occupancy,2021-W26,1304,,,,
France,Daily ICU occupancy,2021-W26,1250,,,,
France,Daily ICU occupancy,2021-W26,1204,,,,
France,Daily ICU occupancy,2021-W26,1162,,,,
France,Daily ICU occupancy,2021-W26,1123,,,,
France,Daily ICU occupancy,2021-W26,1102,,,,
France,Daily ICU occupancy,2021-W26,1104,,,,
France,Daily ICU occupancy,2021-W27,1077,,,,
France,Daily ICU occupancy,2021-W27,1032,,,,
France,Daily ICU occupancy,2021-W27,997,,,,
France,Daily ICU occupancy,2021-W27,971,,,,
France,Daily ICU occupancy,2021-W27,953,,,,
France,Daily ICU occupancy,2021-W27,947,,,,
France,Daily ICU occupancy,2021-W27,947,,,,
France,Daily ICU occupancy,2021-W28,957,,,,
France,Daily ICU occupancy,2021-W28,933,,,,
France,Daily ICU occupancy,2021-W28,931,,,,
France,Daily ICU occupancy,2021-W28,914,,,,
France,Daily ICU occupancy,2021-W28,899,,,,
France,Daily ICU occupancy,2021-W28,890,,,,
France,Daily ICU occupancy,2021-W28,891,,,,
France,Daily ICU occupancy,2021-W29,902,,,,
France,Daily ICU occupancy,2021-W29,876,,,,
France,Daily ICU occupancy,2021-W29,859,,,,
France,Daily ICU occupancy,2021-W29,868,,,,
France,Daily ICU occupancy,2021-W29,872,,,,
France,Daily ICU occupancy,2021-W29,878,,,,
France,Daily ICU occupancy,2021-W29,886,,,,
France,Daily ICU occupancy,2021-W30,952,,,,
France,Daily ICU occupancy,2021-W30,978,,,,
France,Daily ICU occupancy,2021-W30,992,,,,
France,Daily ICU occupancy,2021-W30,1015,,,,
France,Daily ICU occupancy,2021-W30,1072,,,,
France,Daily ICU occupancy,2021-W30,1099,,,,
France,Daily ICU occupancy,2021-W30,1137,,,,
France,Daily ICU occupancy,2021-W31,1232,,,,
France,Daily ICU occupancy,2021-W31,1331,,,,
France,Daily ICU occupancy,2021-W31,1371,,,,
France,Daily ICU occupancy,2021-W31,1420,,,,
France,Daily ICU occupancy,2021-W31,1458,,,,
France,Daily ICU occupancy,2021-W31,1510,,,,
France,Daily ICU occupancy,2021-W31,1556,,,,
France,Daily ICU occupancy,2021-W32,1667,,,,
France,Daily ICU occupancy,2021-W32,1712,,,,
France,Daily ICU occupancy,2021-W32,1745,,,,
France,Daily ICU occupancy,2021-W32,1807,,,,
France,Daily ICU occupancy,2021-W32,1831,,,,
France,Daily ICU occupancy,2021-W32,1837,,,,
France,Daily ICU occupancy,2021-W32,1852,,,,
France,Daily ICU occupancy,2021-W33,1908,,,,
France,Daily ICU occupancy,2021-W33,1953,,,,
France,Daily ICU occupancy,2021-W33,2054,,,,
France,Daily ICU occupancy,2021-W33,2049,,,,
France,Daily ICU occupancy,2021-W33,2091,,,,
France,Daily ICU occupancy,2021-W33,2106,,,,
France,Daily ICU occupancy,2021-W33,2128,,,,
France,Daily ICU occupancy,2021-W34,2215,,,,
France,Daily ICU occupancy,2021-W34,2221,,,,
France,Daily ICU occupancy,2021-W34,2239,,,,
France,Daily ICU occupancy,2021-W34,2261,,,,
France,Daily ICU occupancy,2021-W34,2270,,,,
France,Daily ICU occupancy,2021-W34,2259,,,,
France,Daily ICU occupancy,2021-W34,2276,,,,
France,Daily ICU occupancy,2021-W35,2290,,,,
France,Daily ICU occupancy,2021-W35,2292,,,,
France,Daily ICU occupancy,2021-W35,2294,,,,
France,Daily ICU occupancy,2021-W35,2275,,,,
France,Daily ICU occupancy,2021-W35,2259,,,,
France,Daily ICU occupancy,2021-W35,2223,,,,
France,Daily ICU occupancy,2021-W35,2217,,,,
France,Daily ICU occupancy,2021-W36,2249,,,,
France,Daily ICU occupancy,2021-W36,2259,,,,
France,Daily ICU occupancy,2021-W36,2224,,,,
France,Daily ICU occupancy,2021-W36,2195,,,,
France,Daily ICU occupancy,2021-W36,2151,,,,
France,Daily ICU occupancy,2021-W36,2131,,,,
France,Daily ICU occupancy,2021-W36,2129,,,,
France,Daily ICU occupancy,2021-W37,2103,,,,
France,Daily ICU occupancy,2021-W37,2000,,,,
France,Daily ICU occupancy,2021-W37,1959,,,,
France,Daily ICU occupancy,2021-W37,1952,,,,
France,Daily ICU occupancy,2021-W37,1891,,,,
France,Daily ICU occupancy,2021-W37,1837,,,,
France,Daily ICU occupancy,2021-W37,1832,,,,
France,Daily ICU occupancy,2021-W38,1805,,,,
France,Daily ICU occupancy,2021-W38,1744,,,,
France,Daily ICU occupancy,2021-W38,1656,,,,
France,Daily ICU occupancy,2021-W38,1609,,,,
France,Daily ICU occupancy,2021-W38,1586,,,,
France,Daily ICU occupancy,2021-W38,1571,,,,
France,Daily ICU occupancy,2021-W38,1577,,,,
France,Daily ICU occupancy,2021-W39,1571,,,,
France,Daily ICU occupancy,2021-W39,1524,,,,
France,Daily ICU occupancy,2021-W39,1466,,,,
France,Daily ICU occupancy,2021-W39,1414,,,,
France,Daily ICU occupancy,2021-W39,1355,,,,
France,Daily ICU occupancy,2021-W39,1325,,,,
France,Daily ICU occupancy,2021-W39,1326,,,,
France,Daily ICU occupancy,2021-W40,1328,,,,
France,Daily ICU occupancy,2021-W40,1279,,,,
France,Daily ICU occupancy,2021-W40,1242,,,,
France,Daily ICU occupancy,2021-W40,1200,,,,
France,Daily ICU occupancy,2021-W40,1164,,,,
France,Daily ICU occupancy,2021-W40,1127,,,,
France,Daily ICU occupancy,2021-W40,1132,,,,
France,Daily ICU occupancy,2021-W41,1145,,,,
France,Daily ICU occupancy,2021-W41,1111,,,,
France,Daily ICU occupancy,2021-W41,1091,,,,
France,Daily ICU occupancy,2021-W41,1075,,,,
France,Daily ICU occupancy,2021-W41,1051,,,,
France,Daily ICU occupancy,2021-W41,1049,,,,
France,Daily ICU occupancy,2021-W41,1052,,,,
France,Daily ICU occupancy,2021-W42,1049,,,,
France,Daily ICU occupancy,2021-W42,1046,,,,
France,Daily ICU occupancy,2021-W42,1026,,,,
France,Daily ICU occupancy,2021-W42,1009,,,,
France,Daily ICU occupancy,2021-W42,1010,,,,
France,Daily ICU occupancy,2021-W42,1007,,,,
France,Daily ICU occupancy,2021-W42,1018,,,,
France,Daily ICU occupancy,2021-W43,1023,,,,
France,Daily ICU occupancy,2021-W43,1049,,,,
France,Daily ICU occupancy,2021-W43,1038,,,,
France,Daily ICU occupancy,2021-W43,1037,,,,
France,Daily ICU occupancy,2021-W43,1034,,,,
France,Daily ICU occupancy,2021-W43,1039,,,,
France,Daily ICU occupancy,2021-W43,1046,,,,
France,Daily ICU occupancy,2021-W44,1069,,,,
France,Daily ICU occupancy,2021-W44,1091,,,,
France,Daily ICU occupancy,2021-W44,1096,,,,
France,Daily ICU occupancy,2021-W44,1099,,,,
France,Daily ICU occupancy,2021-W44,1089,,,,
France,Daily ICU occupancy,2021-W44,1099,,,,
France,Daily ICU occupancy,2021-W44,1101,,,,
France,Daily ICU occupancy,2021-W45,1141,,,,
France,Daily ICU occupancy,2021-W45,1140,,,,
France,Daily ICU occupancy,2021-W45,1154,,,,
France,Daily ICU occupancy,2021-W45,1145,,,,
France,Daily ICU occupancy,2021-W45,1182,,,,
France,Daily ICU occupancy,2021-W45,1202,,,,
France,Daily ICU occupancy,2021-W45,1210,,,,
France,Daily ICU occupancy,2021-W46,1257,,,,
France,Daily ICU occupancy,2021-W46,1277,,,,
France,Daily ICU occupancy,2021-W46,1300,,,,
France,Daily ICU occupancy,2021-W46,1333,,,,
France,Daily ICU occupancy,2021-W46,1353,,,,
France,Daily ICU occupancy,2021-W46,1333,,,,
France,Daily ICU occupancy,2021-W46,1339,,,,
France,Daily ICU occupancy,2021-W47,1406,,,,
France,Daily ICU occupancy,2021-W47,1455,,,,
France,Daily ICU occupancy,2021-W47,1483,,,,
France,Daily ICU occupancy,2021-W47,1499,,,,
France,Daily ICU occupancy,2021-W47,1563,,,,
France,Daily ICU occupancy,2021-W47,1617,,,,
France,Daily ICU occupancy,2021-W47,1632,,,,
France,Daily ICU occupancy,2021-W48,1749,,,,
France,Daily ICU occupancy,2021-W48,1824,,,,
France,Daily ICU occupancy,2021-W48,1886,,,,
France,Daily ICU occupancy,2021-W48,1934,,,,
France,Daily ICU occupancy,2021-W48,2058,,,,
France,Daily ICU occupancy,2021-W48,2037,,,,
France,Daily ICU occupancy,2021-W48,2066,,,,
France,Daily ICU occupancy,2021-W49,2191,,,,
France,Daily ICU occupancy,2021-W49,2351,,,,
France,Daily ICU occupancy,2021-W49,2426,,,,
France,Daily ICU occupancy,2021-W49,2461,,,,
France,Daily ICU occupancy,2021-W49,2498,,,,
France,Daily ICU occupancy,2021-W49,2539,,,,
France,Daily ICU occupancy,2021-W49,2602,,,,
France,Daily ICU occupancy,2021-W50,2752,,,,
France,Daily ICU occupancy,2021-W50,2792,,,,
France,Daily ICU occupancy,2021-W50,2843,,,,
France,Daily ICU occupancy,2021-W50,2832,,,,
France,Daily ICU occupancy,2021-W50,2901,,,,
France,Daily ICU occupancy,2021-W50,2933,,,,
France,Daily ICU occupancy,2021-W50,2936,,,,
France,Daily ICU occupancy,2021-W51,3025,,,,
France,Daily ICU occupancy,2021-W51,3096,,,,
France,Daily ICU occupancy,2021-W51,3147,,,,
France,Daily ICU occupancy,2021-W51,3208,,,,
France,Daily ICU occupancy,2021-W51,3254,,,,
France,Daily ICU occupancy,2021-W51,3282,,,,
France,Daily ICU occupancy,2021-W51,3299,,,,
France,Daily ICU occupancy,2021-W52,3333,,,,
France,Daily ICU occupancy,2021-W52,3416,,,,
France,Daily ICU occupancy,2021-W52,3469,,,,
France,Daily ICU occupancy,2021-W52,3506,,,,
France,Daily ICU occupancy,2021-W52,3543,,,,
France,Daily ICU occupancy,2021-W52,3560,,,,
France,Daily ICU occupancy,2021-W52,3572,,,,
France,Daily ICU occupancy,2022-W01,3654,,,,
France,Daily ICU occupancy,2022-W01,3665,,,,
France,Daily ICU occupancy,2022-W01,3695,,,,
France,Daily ICU occupancy,2022-W01,3759,,,,
France,Daily ICU occupancy,2022-W01,3815,,,,
France,Daily ICU occupancy,2022-W01,3821,,,,
France,Daily ICU occupancy,2022-W01,3847,,,,
France,Daily ICU occupancy,2022-W02,3904,,,,
France,Daily ICU occupancy,2022-W02,3969,,,,
France,Daily ICU occupancy,2022-W02,3985,,,,
France,Daily ICU occupancy,2022-W02,3939,,,,
France,Daily ICU occupancy,2022-W02,3895,,,,
France,Daily ICU occupancy,2022-W02,3852,,,,
France,Daily ICU occupancy,2022-W02,3852,,,,
France,Daily ICU occupancy,2022-W03,3913,,,,
France,Daily ICU occupancy,2022-W03,3881,,,,
France,Daily ICU occupancy,2022-W03,3852,,,,
France,Daily ICU occupancy,2022-W03,3842,,,,
France,Daily ICU occupancy,2022-W03,3792,,,,
France,Daily ICU occupancy,2022-W03,3746,,,,
France,Daily ICU occupancy,2022-W03,3760,,,,
France,Daily ICU occupancy,2022-W04,3776,,,,
France,Daily ICU occupancy,2022-W04,3741,,,,
France,Daily ICU occupancy,2022-W04,3712,,,,
France,Daily ICU occupancy,2022-W04,3694,,,,
France,Daily ICU occupancy,2022-W04,3656,,,,
France,Daily ICU occupancy,2022-W04,3634,,,,
France,Daily ICU occupancy,2022-W04,3641,,,,
France,Daily ICU occupancy,2022-W05,3700,,,,
France,Daily ICU occupancy,2022-W05,3751,,,,
France,Daily ICU occupancy,2022-W05,3700,,,,
France,Daily ICU occupancy,2022-W05,3643,,,,
France,Daily ICU occupancy,2022-W05,3618,,,,
France,Daily ICU occupancy,2022-W05,3606,,,,
France,Daily ICU occupancy,2022-W05,3577,,,,
France,Daily ICU occupancy,2022-W06,3622,,,,
France,Daily ICU occupancy,2022-W06,3555,,,,
France,Daily ICU occupancy,2022-W06,3503,,,,
France,Daily ICU occupancy,2022-W06,3416,,,,
France,Daily ICU occupancy,2022-W06,3371,,,,
France,Daily ICU occupancy,2022-W06,3324,,,,
France,Daily ICU occupancy,2022-W06,3305,,,,
France,Daily ICU occupancy,2022-W07,3296,,,,
France,Daily ICU occupancy,2022-W07,3235,,,,
France,Daily ICU occupancy,2022-W07,3126,,,,
France,Daily ICU occupancy,2022-W07,3055,,,,
France,Daily ICU occupancy,2022-W07,2970,,,,
France,Daily ICU occupancy,2022-W07,2918,,,,
France,Daily ICU occupancy,2022-W07,2923,,,,
France,Daily ICU occupancy,2022-W08,2905,,,,
France,Daily ICU occupancy,2022-W08,2842,,,,
France,Daily ICU occupancy,2022-W08,2753,,,,
France,Daily ICU occupancy,2022-W08,2656,,,,
France,Daily ICU occupancy,2022-W08,2546,,,,
France,Daily ICU occupancy,2022-W08,2484,,,,
France,Daily ICU occupancy,2022-W08,2491,,,,
France,Daily ICU occupancy,2022-W09,2456,,,,
France,Daily ICU occupancy,2022-W09,2408,,,,
France,Daily ICU occupancy,2022-W09,2329,,,,
France,Daily ICU occupancy,2022-W09,2231,,,,
France,Daily ICU occupancy,2022-W09,2153,,,,
France,Daily ICU occupancy,2022-W09,2075,,,,
France,Daily ICU occupancy,2022-W09,2079,,,,
France,Daily ICU occupancy,2022-W10,2089,,,,
France,Daily ICU occupancy,2022-W10,2036,,,,
France,Daily ICU occupancy,2022-W10,1962,,,,
France,Daily ICU occupancy,2022-W10,1928,,,,
France,Daily ICU occupancy,2022-W10,1875,,,,
France,Daily ICU occupancy,2022-W10,1857,,,,
France,Daily ICU occupancy,2022-W10,1855,,,,
France,Daily ICU occupancy,2022-W11,1826,,,,
France,Daily ICU occupancy,2022-W11,1783,,,,
France,Daily ICU occupancy,2022-W11,1728,,,,
France,Daily ICU occupancy,2022-W11,1695,,,,
France,Daily ICU occupancy,2022-W11,1674,,,,
France,Daily ICU occupancy,2022-W11,1644,,,,
France,Daily ICU occupancy,2022-W11,1642,,,,
France,Daily ICU occupancy,2022-W12,1632,,,,
France,Daily ICU occupancy,2022-W12,1604,,,,
France,Daily ICU occupancy,2022-W12,1564,,,,
France,Daily ICU occupancy,2022-W12,1523,,,,
France,Daily ICU occupancy,2022-W12,1489,,,,
France,Daily ICU occupancy,2022-W12,1481,,,,
France,Daily ICU occupancy,2022-W12,1486,,,,
France,Daily ICU occupancy,2022-W13,1533,,,,
France,Daily ICU occupancy,2022-W13,1538,,,,
France,Daily ICU occupancy,2022-W13,1546,,,,
France,Daily ICU occupancy,2022-W13,1551,,,,
France,Daily ICU occupancy,2022-W13,1537,,,,
France,Daily ICU occupancy,2022-W13,1523,,,,
France,Daily ICU occupancy,2022-W13,1539,,,,
France,Daily ICU occupancy,2022-W14,1541,,,,
France,Daily ICU occupancy,2022-W14,1552,,,,
France,Daily ICU occupancy,2022-W14,1561,,,,
France,Daily ICU occupancy,2022-W14,1572,,,,
France,Daily ICU occupancy,2022-W14,1554,,,,
France,Daily ICU occupancy,2022-W14,1543,,,,
France,Daily ICU occupancy,2022-W14,1562,,,,
France,Daily ICU occupancy,2022-W15,1589,,,,
France,Daily ICU occupancy,2022-W15,1644,,,,
France,Daily ICU occupancy,2022-W15,1650,,,,
France,Daily ICU occupancy,2022-W15,1648,,,,
France,Daily ICU occupancy,2022-W15,1652,,,,
France,Daily ICU occupancy,2022-W15,1630,,,,
France,Daily ICU occupancy,2022-W15,1636,,,,
France,Daily ICU occupancy,2022-W16,1635,,,,
France,Daily ICU occupancy,2022-W16,1681,,,,
France,Daily ICU occupancy,2022-W16,1677,,,,
France,Daily ICU occupancy,2022-W16,1684,,,,
France,Daily ICU occupancy,2022-W16,1645,,,,
France,Daily ICU occupancy,2022-W16,1636,,,,
France,Daily ICU occupancy,2022-W16,1640,,,,
France,Daily ICU occupancy,2022-W17,1659,,,,
France,Daily ICU occupancy,2022-W17,1667,,,,
France,Daily ICU occupancy,2022-W17,1658,,,,
France,Daily ICU occupancy,2022-W17,1629,,,,
France,Daily ICU occupancy,2022-W17,1591,,,,
France,Daily ICU occupancy,2022-W17,1562,,,,
France,Daily ICU occupancy,2022-W17,1557,,,,
France,Daily ICU occupancy,2022-W18,1511,,,,
France,Daily ICU occupancy,2022-W18,1498,,,,
France,Daily ICU occupancy,2022-W18,1465,,,,
France,Daily ICU occupancy,2022-W18,1447,,,,
France,Daily ICU occupancy,2022-W18,1408,,,,
France,Daily ICU occupancy,2022-W18,1397,,,,
France,Daily ICU occupancy,2022-W18,1403,,,,
France,Daily ICU occupancy,2022-W19,1380,,,,
France,Daily ICU occupancy,2022-W19,1364,,,,
France,Daily ICU occupancy,2022-W19,1329,,,,
France,Daily ICU occupancy,2022-W19,1292,,,,
France,Daily ICU occupancy,2022-W19,1233,,,,
France,Daily ICU occupancy,2022-W19,1213,,,,
France,Daily ICU occupancy,2022-W19,1214,,,,
France,Daily ICU occupancy,2022-W20,1199,,,,
France,Daily ICU occupancy,2022-W20,1173,,,,
France,Daily ICU occupancy,2022-W20,1149,,,,
France,Daily ICU occupancy,2022-W20,1115,,,,
France,Daily ICU occupancy,2022-W20,1095,,,,
France,Daily ICU occupancy,2022-W20,1085,,,,
France,Daily ICU occupancy,2022-W20,1081,,,,
France,Daily ICU occupancy,2022-W21,1074,,,,
France,Daily ICU occupancy,2022-W21,1072,,,,
France,Daily ICU occupancy,2022-W21,1043,,,,
France,Daily ICU occupancy,2022-W21,1033,,,,
France,Daily ICU occupancy,2022-W21,1024,,,,
France,Daily ICU occupancy,2022-W21,1022,,,,
France,Daily ICU occupancy,2022-W21,1014,,,,
France,Weekly new hospital admissions per 100k,2020-W09,0,,,,
France,Weekly new hospital admissions per 100k,2020-W10,0,,,,
France,Weekly new hospital admissions per 100k,2020-W11,1.71453870587387,,,,
France,Weekly new hospital admissions per 100k,2020-W12,11.372121381891,,,,
France,Weekly new hospital admissions per 100k,2020-W13,25.1298164459203,,,,
France,Weekly new hospital admissions per 100k,2020-W14,29.546231664154,,,,
France,Weekly new hospital admissions per 100k,2020-W15,24.2237714229025,,,,
France,Weekly new hospital admissions per 100k,2020-W16,15.1293260287284,,,,
France,Weekly new hospital admissions per 100k,2020-W17,11.2597895356441,,,,
France,Weekly new hospital admissions per 100k,2020-W18,7.23801382988306,,,,
France,Weekly new hospital admissions per 100k,2020-W19,5.37419201254948,,,,
France,Weekly new hospital admissions per 100k,2020-W20,3.95230732716097,,,,
France,Weekly new hospital admissions per 100k,2020-W21,2.61023737463212,,,,
France,Weekly new hospital admissions per 100k,2020-W22,2.0884855098274,,,,
France,Weekly new hospital admissions per 100k,2020-W23,1.43814324208214,,,,
France,Weekly new hospital admissions per 100k,2020-W24,1.03906957778391,,,,
France,Weekly new hospital admissions per 100k,2020-W25,0.910479174843366,,,,
France,Weekly new hospital admissions per 100k,2020-W26,0.814405885290089,,,,
France,Weekly new hospital admissions per 100k,2020-W27,0.790757075553897,,,,
France,Weekly new hospital admissions per 100k,2020-W28,0.743459456081515,,,,
France,Weekly new hospital admissions per 100k,2020-W29,0.752327759732586,,,,
France,Weekly new hospital admissions per 100k,2020-W30,0.833620543200744,,,,
France,Weekly new hospital admissions per 100k,2020-W31,0.928215782145509,,,,
France,Weekly new hospital admissions per 100k,2020-W32,0.982903654660452,,,,
France,Weekly new hospital admissions per 100k,2020-W33,1.21495760019683,,,,
France,Weekly new hospital admissions per 100k,2020-W34,1.39823587565231,,,,
France,Weekly new hospital admissions per 100k,2020-W35,1.57855804989077,,,,
France,Weekly new hospital admissions per 100k,2020-W36,2.28211013954246,,,,
France,Weekly new hospital admissions per 100k,2020-W37,3.20589176986244,,,,
France,Weekly new hospital admissions per 100k,2020-W38,4.69428873263398,,,,
France,Weekly new hospital admissions per 100k,2020-W39,5.67867043790294,,,,
France,Weekly new hospital admissions per 100k,2020-W40,5.85455846031586,,,,
France,Weekly new hospital admissions per 100k,2020-W41,6.8478084692359,,,,
France,Weekly new hospital admissions per 100k,2020-W42,10.4498178021795,,,,
France,Weekly new hospital admissions per 100k,2020-W43,17.0182747064067,,,,
France,Weekly new hospital admissions per 100k,2020-W44,23.8764295299022,,,,
France,Weekly new hospital admissions per 100k,2020-W45,27.3468923586882,,,,
France,Weekly new hospital admissions per 100k,2020-W46,23.670980495319,,,,
France,Weekly new hospital admissions per 100k,2020-W47,18.6736913879401,,,,
France,Weekly new hospital admissions per 100k,2020-W48,12.7496645490241,,,,
France,Weekly new hospital admissions per 100k,2020-W49,11.9544733216447,,,,
France,Weekly new hospital admissions per 100k,2020-W50,12.050546611198,,,,
France,Weekly new hospital admissions per 100k,2020-W51,12.295903012211,,,,
France,Weekly new hospital admissions per 100k,2020-W52,10.7217791141457,,,,
France,Weekly new hospital admissions per 100k,2020-W53,10.5798862557286,,,,
France,Weekly new hospital admissions per 100k,2021-W01,12.5190886540963,,,,
France,Weekly new hospital admissions per 100k,2021-W02,13.6394510153483,,,,
France,Weekly new hospital admissions per 100k,2021-W03,15.7116779684821,,,,
France,Weekly new hospital admissions per 100k,2021-W04,15.5535265533713,,,,
France,Weekly new hospital admissions per 100k,2021-W05,15.6599461971842,,,,
France,Weekly new hospital admissions per 100k,2021-W06,13.7665633676804,,,,
France,Weekly new hospital admissions per 100k,2021-W07,13.107352796284,,,,
France,Weekly new hospital admissions per 100k,2021-W08,13.5773728897908,,,,
France,Weekly new hospital admissions per 100k,2021-W09,13.3201920839098,,,,
France,Weekly new hospital admissions per 100k,2021-W10,13.7902121774166,,,,
France,Weekly new hospital admissions per 100k,2021-W11,15.4589313144266,,,,
France,Weekly new hospital admissions per 100k,2021-W12,17.9568368428118,,,,
France,Weekly new hospital admissions per 100k,2021-W13,19.3151653520343,,,,
France,Weekly new hospital admissions per 100k,2021-W14,19.4600143116684,,,,
France,Weekly new hospital admissions per 100k,2021-W15,18.5790961489953,,,,
France,Weekly new hospital admissions per 100k,2021-W16,17.4557776865262,,,,
France,Weekly new hospital admissions per 100k,2021-W17,15.1248918769029,,,,
France,Weekly new hospital admissions per 100k,2021-W18,11.3602969770229,,,,
France,Weekly new hospital admissions per 100k,2021-W19,7.71394612582391,,,,
France,Weekly new hospital admissions per 100k,2021-W20,6.48125191832493,,,,
France,Weekly new hospital admissions per 100k,2021-W21,4.53318121630617,,,,
France,Weekly new hospital admissions per 100k,2021-W22,3.88875115099496,,,,
France,Weekly new hospital admissions per 100k,2021-W23,2.80090590313016,,,,
France,Weekly new hospital admissions per 100k,2021-W24,1.87416817159316,,,,
France,Weekly new hospital admissions per 100k,2021-W25,1.31989919340118,,,,
France,Weekly new hospital admissions per 100k,2021-W26,1.10558185516694,,,,
France,Weekly new hospital admissions per 100k,2021-W27,1.04793788143498,,,,
France,Weekly new hospital admissions per 100k,2021-W28,1.55490924015458,,,,
France,Weekly new hospital admissions per 100k,2021-W29,2.46095426317241,,,,
