country,indicator,year_week,value,,,,
Austria,Daily hospital occupancy,2020-W14,856,,,,
Austria,Daily hospital occupancy,2020-W14,823,,,,
Austria,Daily hospital occupancy,2020-W14,829,,,,
Austria,Daily hospital occupancy,2020-W14,826,,,,
Austria,Daily hospital occupancy,2020-W14,712,,,,
Austria,Daily hospital occupancy,2020-W15,824,,,,
Austria,Daily hospital occupancy,2020-W15,857,,,,
Austria,Daily hospital occupancy,2020-W15,829,,,,
Austria,Daily hospital occupancy,2020-W15,820,,,,
Austria,Daily hospital occupancy,2020-W15,771,,,,
Austria,Daily hospital occupancy,2020-W15,790,,,,
Austria,Daily hospital occupancy,2020-W15,792,,,,
Austria,Daily hospital occupancy,2020-W16,742,,,,
Austria,Daily hospital occupancy,2020-W16,759,,,,
Austria,Daily hospital occupancy,2020-W16,769,,,,
Austria,Daily hospital occupancy,2020-W16,729,,,,
Austria,Daily hospital occupancy,2020-W16,682,,,,
Austria,Daily hospital occupancy,2020-W16,647,,,,
Austria,Daily hospital occupancy,2020-W16,613,,,,
Austria,Daily hospital occupancy,2020-W17,611,,,,
Austria,Daily hospital occupancy,2020-W17,560,,,,
Austria,Daily hospital occupancy,2020-W17,524,,,,
Austria,Daily hospital occupancy,2020-W17,508,,,,
Austria,Daily hospital occupancy,2020-W17,495,,,,
Austria,Daily hospital occupancy,2020-W17,460,,,,
Austria,Daily hospital occupancy,2020-W17,449,,,,
Austria,Daily hospital occupancy,2020-W18,439,,,,
Austria,Daily hospital occupancy,2020-W18,425,,,,
Austria,Daily hospital occupancy,2020-W18,386,,,,
Austria,Daily hospital occupancy,2020-W18,372,,,,
Austria,Daily hospital occupancy,2020-W18,348,,,,
Austria,Daily hospital occupancy,2020-W18,314,,,,
Austria,Daily hospital occupancy,2020-W18,308,,,,
Austria,Daily hospital occupancy,2020-W19,309,,,,
Austria,Daily hospital occupancy,2020-W19,314,,,,
Austria,Daily hospital occupancy,2020-W19,321,,,,
Austria,Daily hospital occupancy,2020-W19,268,,,,
Austria,Daily hospital occupancy,2020-W19,258,,,,
Austria,Daily hospital occupancy,2020-W19,230,,,,
Austria,Daily hospital occupancy,2020-W19,219,,,,
Austria,Daily hospital occupancy,2020-W20,211,,,,
Austria,Daily hospital occupancy,2020-W20,205,,,,
Austria,Daily hospital occupancy,2020-W20,188,,,,
Austria,Daily hospital occupancy,2020-W20,180,,,,
Austria,Daily hospital occupancy,2020-W20,165,,,,
Austria,Daily hospital occupancy,2020-W20,158,,,,
Austria,Daily hospital occupancy,2020-W20,149,,,,
Austria,Daily hospital occupancy,2020-W21,151,,,,
Austria,Daily hospital occupancy,2020-W21,143,,,,
Austria,Daily hospital occupancy,2020-W21,137,,,,
Austria,Daily hospital occupancy,2020-W21,156,,,,
Austria,Daily hospital occupancy,2020-W21,128,,,,
Austria,Daily hospital occupancy,2020-W21,116,,,,
Austria,Daily hospital occupancy,2020-W21,108,,,,
Austria,Daily hospital occupancy,2020-W22,108,,,,
Austria,Daily hospital occupancy,2020-W22,95,,,,
Austria,Daily hospital occupancy,2020-W22,84,,,,
Austria,Daily hospital occupancy,2020-W22,77,,,,
Austria,Daily hospital occupancy,2020-W22,78,,,,
Austria,Daily hospital occupancy,2020-W22,75,,,,
Austria,Daily hospital occupancy,2020-W22,70,,,,
Austria,Daily hospital occupancy,2020-W23,68,,,,
Austria,Daily hospital occupancy,2020-W23,62,,,,
Austria,Daily hospital occupancy,2020-W23,66,,,,
Austria,Daily hospital occupancy,2020-W23,65,,,,
Austria,Daily hospital occupancy,2020-W23,55,,,,
Austria,Daily hospital occupancy,2020-W23,55,,,,
Austria,Daily hospital occupancy,2020-W23,52,,,,
Austria,Daily hospital occupancy,2020-W24,65,,,,
Austria,Daily hospital occupancy,2020-W24,65,,,,
Austria,Daily hospital occupancy,2020-W24,63,,,,
Austria,Daily hospital occupancy,2020-W24,67,,,,
Austria,Daily hospital occupancy,2020-W24,60,,,,
Austria,Daily hospital occupancy,2020-W24,62,,,,
Austria,Daily hospital occupancy,2020-W24,57,,,,
Austria,Daily hospital occupancy,2020-W25,64,,,,
Austria,Daily hospital occupancy,2020-W25,66,,,,
Austria,Daily hospital occupancy,2020-W25,60,,,,
Austria,Daily hospital occupancy,2020-W25,64,,,,
Austria,Daily hospital occupancy,2020-W25,68,,,,
Austria,Daily hospital occupancy,2020-W25,66,,,,
Austria,Daily hospital occupancy,2020-W25,61,,,,
Austria,Daily hospital occupancy,2020-W26,59,,,,
Austria,Daily hospital occupancy,2020-W26,57,,,,
Austria,Daily hospital occupancy,2020-W26,59,,,,
Austria,Daily hospital occupancy,2020-W26,60,,,,
Austria,Daily hospital occupancy,2020-W26,60,,,,
Austria,Daily hospital occupancy,2020-W26,61,,,,
Austria,Daily hospital occupancy,2020-W26,62,,,,
Austria,Daily hospital occupancy,2020-W27,66,,,,
Austria,Daily hospital occupancy,2020-W27,58,,,,
Austria,Daily hospital occupancy,2020-W27,65,,,,
Austria,Daily hospital occupancy,2020-W27,62,,,,
Austria,Daily hospital occupancy,2020-W27,65,,,,
Austria,Daily hospital occupancy,2020-W27,60,,,,
Austria,Daily hospital occupancy,2020-W27,62,,,,
Austria,Daily hospital occupancy,2020-W28,67,,,,
Austria,Daily hospital occupancy,2020-W28,81,,,,
Austria,Daily hospital occupancy,2020-W28,66,,,,
Austria,Daily hospital occupancy,2020-W28,66,,,,
Austria,Daily hospital occupancy,2020-W28,71,,,,
Austria,Daily hospital occupancy,2020-W28,68,,,,
Austria,Daily hospital occupancy,2020-W28,73,,,,
Austria,Daily hospital occupancy,2020-W29,74,,,,
Austria,Daily hospital occupancy,2020-W29,74,,,,
Austria,Daily hospital occupancy,2020-W29,86,,,,
Austria,Daily hospital occupancy,2020-W29,83,,,,
Austria,Daily hospital occupancy,2020-W29,88,,,,
Austria,Daily hospital occupancy,2020-W29,87,,,,
Austria,Daily hospital occupancy,2020-W29,85,,,,
Austria,Daily hospital occupancy,2020-W30,96,,,,
Austria,Daily hospital occupancy,2020-W30,96,,,,
Austria,Daily hospital occupancy,2020-W30,93,,,,
Austria,Daily hospital occupancy,2020-W30,87,,,,
Austria,Daily hospital occupancy,2020-W30,86,,,,
Austria,Daily hospital occupancy,2020-W30,85,,,,
Austria,Daily hospital occupancy,2020-W30,82,,,,
Austria,Daily hospital occupancy,2020-W31,79,,,,
Austria,Daily hospital occupancy,2020-W31,74,,,,
Austria,Daily hospital occupancy,2020-W31,74,,,,
Austria,Daily hospital occupancy,2020-W31,87,,,,
Austria,Daily hospital occupancy,2020-W31,84,,,,
Austria,Daily hospital occupancy,2020-W31,70,,,,
Austria,Daily hospital occupancy,2020-W31,73,,,,
Austria,Daily hospital occupancy,2020-W32,92,,,,
Austria,Daily hospital occupancy,2020-W32,84,,,,
Austria,Daily hospital occupancy,2020-W32,90,,,,
Austria,Daily hospital occupancy,2020-W32,92,,,,
Austria,Daily hospital occupancy,2020-W32,93,,,,
Austria,Daily hospital occupancy,2020-W32,96,,,,
Austria,Daily hospital occupancy,2020-W32,99,,,,
Austria,Daily hospital occupancy,2020-W33,92,,,,
Austria,Daily hospital occupancy,2020-W33,94,,,,
Austria,Daily hospital occupancy,2020-W33,93,,,,
Austria,Daily hospital occupancy,2020-W33,92,,,,
Austria,Daily hospital occupancy,2020-W33,91,,,,
Austria,Daily hospital occupancy,2020-W33,83,,,,
Austria,Daily hospital occupancy,2020-W33,65,,,,
Austria,Daily hospital occupancy,2020-W34,91,,,,
Austria,Daily hospital occupancy,2020-W34,97,,,,
Austria,Daily hospital occupancy,2020-W34,101,,,,
Austria,Daily hospital occupancy,2020-W34,95,,,,
Austria,Daily hospital occupancy,2020-W34,90,,,,
Austria,Daily hospital occupancy,2020-W34,94,,,,
Austria,Daily hospital occupancy,2020-W34,93,,,,
Austria,Daily hospital occupancy,2020-W35,112,,,,
Austria,Daily hospital occupancy,2020-W35,114,,,,
Austria,Daily hospital occupancy,2020-W35,118,,,,
Austria,Daily hospital occupancy,2020-W35,121,,,,
Austria,Daily hospital occupancy,2020-W35,119,,,,
Austria,Daily hospital occupancy,2020-W35,114,,,,
Austria,Daily hospital occupancy,2020-W35,110,,,,
Austria,Daily hospital occupancy,2020-W36,123,,,,
Austria,Daily hospital occupancy,2020-W36,119,,,,
Austria,Daily hospital occupancy,2020-W36,127,,,,
Austria,Daily hospital occupancy,2020-W36,132,,,,
Austria,Daily hospital occupancy,2020-W36,128,,,,
Austria,Daily hospital occupancy,2020-W36,129,,,,
Austria,Daily hospital occupancy,2020-W36,115,,,,
Austria,Daily hospital occupancy,2020-W37,134,,,,
Austria,Daily hospital occupancy,2020-W37,142,,,,
Austria,Daily hospital occupancy,2020-W37,161,,,,
Austria,Daily hospital occupancy,2020-W37,166,,,,
Austria,Daily hospital occupancy,2020-W37,163,,,,
Austria,Daily hospital occupancy,2020-W37,167,,,,
Austria,Daily hospital occupancy,2020-W37,182,,,,
Austria,Daily hospital occupancy,2020-W38,208,,,,
Austria,Daily hospital occupancy,2020-W38,244,,,,
Austria,Daily hospital occupancy,2020-W38,267,,,,
Austria,Daily hospital occupancy,2020-W38,264,,,,
Austria,Daily hospital occupancy,2020-W38,272,,,,
Austria,Daily hospital occupancy,2020-W38,265,,,,
Austria,Daily hospital occupancy,2020-W38,273,,,,
Austria,Daily hospital occupancy,2020-W39,297,,,,
Austria,Daily hospital occupancy,2020-W39,315,,,,
Austria,Daily hospital occupancy,2020-W39,336,,,,
Austria,Daily hospital occupancy,2020-W39,344,,,,
Austria,Daily hospital occupancy,2020-W39,333,,,,
Austria,Daily hospital occupancy,2020-W39,343,,,,
Austria,Daily hospital occupancy,2020-W39,362,,,,
Austria,Daily hospital occupancy,2020-W40,381,,,,
Austria,Daily hospital occupancy,2020-W40,401,,,,
Austria,Daily hospital occupancy,2020-W40,406,,,,
Austria,Daily hospital occupancy,2020-W40,395,,,,
Austria,Daily hospital occupancy,2020-W40,372,,,,
Austria,Daily hospital occupancy,2020-W40,397,,,,
Austria,Daily hospital occupancy,2020-W40,373,,,,
Austria,Daily hospital occupancy,2020-W41,387,,,,
Austria,Daily hospital occupancy,2020-W41,397,,,,
Austria,Daily hospital occupancy,2020-W41,425,,,,
Austria,Daily hospital occupancy,2020-W41,399,,,,
Austria,Daily hospital occupancy,2020-W41,405,,,,
Austria,Daily hospital occupancy,2020-W41,410,,,,
Austria,Daily hospital occupancy,2020-W41,431,,,,
Austria,Daily hospital occupancy,2020-W42,464,,,,
Austria,Daily hospital occupancy,2020-W42,504,,,,
Austria,Daily hospital occupancy,2020-W42,542,,,,
Austria,Daily hospital occupancy,2020-W42,545,,,,
Austria,Daily hospital occupancy,2020-W42,584,,,,
Austria,Daily hospital occupancy,2020-W42,594,,,,
Austria,Daily hospital occupancy,2020-W42,607,,,,
Austria,Daily hospital occupancy,2020-W43,654,,,,
Austria,Daily hospital occupancy,2020-W43,744,,,,
Austria,Daily hospital occupancy,2020-W43,813,,,,
Austria,Daily hospital occupancy,2020-W43,841,,,,
Austria,Daily hospital occupancy,2020-W43,900,,,,
Austria,Daily hospital occupancy,2020-W43,1002,,,,
Austria,Daily hospital occupancy,2020-W43,1051,,,,
Austria,Daily hospital occupancy,2020-W44,1142,,,,
Austria,Daily hospital occupancy,2020-W44,1197,,,,
Austria,Daily hospital occupancy,2020-W44,1345,,,,
Austria,Daily hospital occupancy,2020-W44,1444,,,,
Austria,Daily hospital occupancy,2020-W44,1540,,,,
Austria,Daily hospital occupancy,2020-W44,1602,,,,
Austria,Daily hospital occupancy,2020-W44,1657,,,,
Austria,Daily hospital occupancy,2020-W45,1825,,,,
Austria,Daily hospital occupancy,2020-W45,2065,,,,
Austria,Daily hospital occupancy,2020-W45,2201,,,,
Austria,Daily hospital occupancy,2020-W45,2330,,,,
Austria,Daily hospital occupancy,2020-W45,2504,,,,
Austria,Daily hospital occupancy,2020-W45,2574,,,,
Austria,Daily hospital occupancy,2020-W45,2533,,,,
Austria,Daily hospital occupancy,2020-W46,2755,,,,
Austria,Daily hospital occupancy,2020-W46,3054,,,,
Austria,Daily hospital occupancy,2020-W46,3183,,,,
Austria,Daily hospital occupancy,2020-W46,3265,,,,
Austria,Daily hospital occupancy,2020-W46,3355,,,,
Austria,Daily hospital occupancy,2020-W46,3425,,,,
Austria,Daily hospital occupancy,2020-W46,3579,,,,
Austria,Daily hospital occupancy,2020-W47,3685,,,,
Austria,Daily hospital occupancy,2020-W47,3867,,,,
Austria,Daily hospital occupancy,2020-W47,3910,,,,
Austria,Daily hospital occupancy,2020-W47,3931,,,,
Austria,Daily hospital occupancy,2020-W47,3942,,,,
Austria,Daily hospital occupancy,2020-W47,3900,,,,
Austria,Daily hospital occupancy,2020-W47,3775,,,,
Austria,Daily hospital occupancy,2020-W48,3863,,,,
Austria,Daily hospital occupancy,2020-W48,3985,,,,
Austria,Daily hospital occupancy,2020-W48,3867,,,,
Austria,Daily hospital occupancy,2020-W48,3756,,,,
Austria,Daily hospital occupancy,2020-W48,3702,,,,
Austria,Daily hospital occupancy,2020-W48,3591,,,,
Austria,Daily hospital occupancy,2020-W48,3560,,,,
Austria,Daily hospital occupancy,2020-W49,3639,,,,
Austria,Daily hospital occupancy,2020-W49,3791,,,,
Austria,Daily hospital occupancy,2020-W49,3571,,,,
Austria,Daily hospital occupancy,2020-W49,3414,,,,
Austria,Daily hospital occupancy,2020-W49,3338,,,,
Austria,Daily hospital occupancy,2020-W49,3231,,,,
Austria,Daily hospital occupancy,2020-W49,3170,,,,
Austria,Daily hospital occupancy,2020-W50,3269,,,,
Austria,Daily hospital occupancy,2020-W50,3308,,,,
Austria,Daily hospital occupancy,2020-W50,3244,,,,
Austria,Daily hospital occupancy,2020-W50,3195,,,,
Austria,Daily hospital occupancy,2020-W50,3079,,,,
Austria,Daily hospital occupancy,2020-W50,3008,,,,
Austria,Daily hospital occupancy,2020-W50,2867,,,,
Austria,Daily hospital occupancy,2020-W51,2885,,,,
Austria,Daily hospital occupancy,2020-W51,2951,,,,
Austria,Daily hospital occupancy,2020-W51,2862,,,,
Austria,Daily hospital occupancy,2020-W51,2690,,,,
Austria,Daily hospital occupancy,2020-W51,2578,,,,
Austria,Daily hospital occupancy,2020-W51,2475,,,,
Austria,Daily hospital occupancy,2020-W51,2412,,,,
Austria,Daily hospital occupancy,2020-W52,2393,,,,
Austria,Daily hospital occupancy,2020-W52,2435,,,,
Austria,Daily hospital occupancy,2020-W52,2303,,,,
Austria,Daily hospital occupancy,2020-W52,2203,,,,
Austria,Daily hospital occupancy,2020-W52,2045,,,,
Austria,Daily hospital occupancy,2020-W52,2024,,,,
Austria,Daily hospital occupancy,2020-W52,2043,,,,
Austria,Daily hospital occupancy,2020-W53,2089,,,,
Austria,Daily hospital occupancy,2020-W53,2116,,,,
Austria,Daily hospital occupancy,2020-W53,2012,,,,
Austria,Daily hospital occupancy,2020-W53,1946,,,,
Austria,Daily hospital occupancy,2020-W53,1858,,,,
Austria,Daily hospital occupancy,2020-W53,1858,,,,
Austria,Daily hospital occupancy,2020-W53,1864,,,,
Austria,Daily hospital occupancy,2021-W01,1953,,,,
Austria,Daily hospital occupancy,2021-W01,2033,,,,
Austria,Daily hospital occupancy,2021-W01,2022,,,,
Austria,Daily hospital occupancy,2021-W01,1981,,,,
Austria,Daily hospital occupancy,2021-W01,2000,,,,
Austria,Daily hospital occupancy,2021-W01,1957,,,,
Austria,Daily hospital occupancy,2021-W01,1874,,,,
Austria,Daily hospital occupancy,2021-W02,1918,,,,
Austria,Daily hospital occupancy,2021-W02,1923,,,,
Austria,Daily hospital occupancy,2021-W02,1825,,,,
Austria,Daily hospital occupancy,2021-W02,1725,,,,
Austria,Daily hospital occupancy,2021-W02,1705,,,,
Austria,Daily hospital occupancy,2021-W02,1668,,,,
Austria,Daily hospital occupancy,2021-W02,1635,,,,
Austria,Daily hospital occupancy,2021-W03,1673,,,,
Austria,Daily hospital occupancy,2021-W03,1729,,,,
Austria,Daily hospital occupancy,2021-W03,1683,,,,
Austria,Daily hospital occupancy,2021-W03,1606,,,,
Austria,Daily hospital occupancy,2021-W03,1586,,,,
Austria,Daily hospital occupancy,2021-W03,1525,,,,
Austria,Daily hospital occupancy,2021-W03,1518,,,,
Austria,Daily hospital occupancy,2021-W04,1548,,,,
Austria,Daily hospital occupancy,2021-W04,1583,,,,
Austria,Daily hospital occupancy,2021-W04,1526,,,,
Austria,Daily hospital occupancy,2021-W04,1478,,,,
Austria,Daily hospital occupancy,2021-W04,1428,,,,
Austria,Daily hospital occupancy,2021-W04,1385,,,,
Austria,Daily hospital occupancy,2021-W04,1387,,,,
Austria,Daily hospital occupancy,2021-W05,1433,,,,
Austria,Daily hospital occupancy,2021-W05,1429,,,,
Austria,Daily hospital occupancy,2021-W05,1383,,,,
Austria,Daily hospital occupancy,2021-W05,1342,,,,
Austria,Daily hospital occupancy,2021-W05,1304,,,,
Austria,Daily hospital occupancy,2021-W05,1289,,,,
Austria,Daily hospital occupancy,2021-W05,1275,,,,
Austria,Daily hospital occupancy,2021-W06,1299,,,,
Austria,Daily hospital occupancy,2021-W06,1318,,,,
Austria,Daily hospital occupancy,2021-W06,1262,,,,
Austria,Daily hospital occupancy,2021-W06,1212,,,,
Austria,Daily hospital occupancy,2021-W06,1151,,,,
Austria,Daily hospital occupancy,2021-W06,1062,,,,
Austria,Daily hospital occupancy,2021-W06,1056,,,,
Austria,Daily hospital occupancy,2021-W07,1104,,,,
Austria,Daily hospital occupancy,2021-W07,1089,,,,
Austria,Daily hospital occupancy,2021-W07,1069,,,,
Austria,Daily hospital occupancy,2021-W07,1027,,,,
Austria,Daily hospital occupancy,2021-W07,1030,,,,
Austria,Daily hospital occupancy,2021-W07,999,,,,
Austria,Daily hospital occupancy,2021-W07,1018,,,,
Austria,Daily hospital occupancy,2021-W08,1085,,,,
Austria,Daily hospital occupancy,2021-W08,1077,,,,
Austria,Daily hospital occupancy,2021-W08,1064,,,,
Austria,Daily hospital occupancy,2021-W08,1041,,,,
Austria,Daily hospital occupancy,2021-W08,1018,,,,
Austria,Daily hospital occupancy,2021-W08,988,,,,
Austria,Daily hospital occupancy,2021-W08,1022,,,,
Austria,Daily hospital occupancy,2021-W09,1073,,,,
Austria,Daily hospital occupancy,2021-W09,1124,,,,
Austria,Daily hospital occupancy,2021-W09,1097,,,,
Austria,Daily hospital occupancy,2021-W09,1142,,,,
Austria,Daily hospital occupancy,2021-W09,1114,,,,
Austria,Daily hospital occupancy,2021-W09,1138,,,,
Austria,Daily hospital occupancy,2021-W09,1155,,,,
Austria,Daily hospital occupancy,2021-W10,1226,,,,
Austria,Daily hospital occupancy,2021-W10,1287,,,,
Austria,Daily hospital occupancy,2021-W10,1273,,,,
Austria,Daily hospital occupancy,2021-W10,1242,,,,
Austria,Daily hospital occupancy,2021-W10,1269,,,,
Austria,Daily hospital occupancy,2021-W10,1285,,,,
Austria,Daily hospital occupancy,2021-W10,1322,,,,
Austria,Daily hospital occupancy,2021-W11,1406,,,,
Austria,Daily hospital occupancy,2021-W11,1438,,,,
Austria,Daily hospital occupancy,2021-W11,1449,,,,
Austria,Daily hospital occupancy,2021-W11,1451,,,,
Austria,Daily hospital occupancy,2021-W11,1462,,,,
Austria,Daily hospital occupancy,2021-W11,1438,,,,
Austria,Daily hospital occupancy,2021-W11,1495,,,,
Austria,Daily hospital occupancy,2021-W12,1573,,,,
Austria,Daily hospital occupancy,2021-W12,1614,,,,
Austria,Daily hospital occupancy,2021-W12,1635,,,,
Austria,Daily hospital occupancy,2021-W12,1641,,,,
Austria,Daily hospital occupancy,2021-W12,1693,,,,
Austria,Daily hospital occupancy,2021-W12,1651,,,,
Austria,Daily hospital occupancy,2021-W12,1636,,,,
Austria,Daily hospital occupancy,2021-W13,1710,,,,
Austria,Daily hospital occupancy,2021-W13,1770,,,,
Austria,Daily hospital occupancy,2021-W13,1787,,,,
Austria,Daily hospital occupancy,2021-W13,1765,,,,
Austria,Daily hospital occupancy,2021-W13,1753,,,,
Austria,Daily hospital occupancy,2021-W13,1655,,,,
Austria,Daily hospital occupancy,2021-W13,1671,,,,
Austria,Daily hospital occupancy,2021-W14,1771,,,,
Austria,Daily hospital occupancy,2021-W14,1854,,,,
Austria,Daily hospital occupancy,2021-W14,1877,,,,
Austria,Daily hospital occupancy,2021-W14,1807,,,,
Austria,Daily hospital occupancy,2021-W14,1802,,,,
Austria,Daily hospital occupancy,2021-W14,1734,,,,
Austria,Daily hospital occupancy,2021-W14,1705,,,,
Austria,Daily hospital occupancy,2021-W15,1799,,,,
Austria,Daily hospital occupancy,2021-W15,1752,,,,
Austria,Daily hospital occupancy,2021-W15,1687,,,,
Austria,Daily hospital occupancy,2021-W15,1586,,,,
Austria,Daily hospital occupancy,2021-W15,1550,,,,
Austria,Daily hospital occupancy,2021-W15,1507,,,,
Austria,Daily hospital occupancy,2021-W15,1475,,,,
Austria,Daily hospital occupancy,2021-W16,1554,,,,
Austria,Daily hospital occupancy,2021-W16,1531,,,,
Austria,Daily hospital occupancy,2021-W16,1417,,,,
Austria,Daily hospital occupancy,2021-W16,1403,,,,
Austria,Daily hospital occupancy,2021-W16,1356,,,,
Austria,Daily hospital occupancy,2021-W16,1309,,,,
Austria,Daily hospital occupancy,2021-W16,1279,,,,
Austria,Daily hospital occupancy,2021-W17,1333,,,,
Austria,Daily hospital occupancy,2021-W17,1392,,,,
Austria,Daily hospital occupancy,2021-W17,1270,,,,
Austria,Daily hospital occupancy,2021-W17,1233,,,,
Austria,Daily hospital occupancy,2021-W17,1154,,,,
Austria,Daily hospital occupancy,2021-W17,1081,,,,
Austria,Daily hospital occupancy,2021-W17,1087,,,,
Austria,Daily hospital occupancy,2021-W18,1139,,,,
Austria,Daily hospital occupancy,2021-W18,1155,,,,
Austria,Daily hospital occupancy,2021-W18,1107,,,,
Austria,Daily hospital occupancy,2021-W18,1017,,,,
Austria,Daily hospital occupancy,2021-W18,959,,,,
Austria,Daily hospital occupancy,2021-W18,886,,,,
Austria,Daily hospital occupancy,2021-W18,865,,,,
Austria,Daily hospital occupancy,2021-W19,863,,,,
Austria,Daily hospital occupancy,2021-W19,857,,,,
Austria,Daily hospital occupancy,2021-W19,797,,,,
Austria,Daily hospital occupancy,2021-W19,695,,,,
Austria,Daily hospital occupancy,2021-W19,686,,,,
Austria,Daily hospital occupancy,2021-W19,628,,,,
Austria,Daily hospital occupancy,2021-W19,612,,,,
Austria,Daily hospital occupancy,2021-W20,624,,,,
Austria,Daily hospital occupancy,2021-W20,600,,,,
Austria,Daily hospital occupancy,2021-W20,563,,,,
Austria,Daily hospital occupancy,2021-W20,518,,,,
Austria,Daily hospital occupancy,2021-W20,463,,,,
Austria,Daily hospital occupancy,2021-W20,406,,,,
Austria,Daily hospital occupancy,2021-W20,386,,,,
Austria,Daily hospital occupancy,2021-W21,368,,,,
Austria,Daily hospital occupancy,2021-W21,383,,,,
Austria,Daily hospital occupancy,2021-W21,349,,,,
Austria,Daily hospital occupancy,2021-W21,318,,,,
Austria,Daily hospital occupancy,2021-W21,285,,,,
Austria,Daily hospital occupancy,2021-W21,273,,,,
Austria,Daily hospital occupancy,2021-W21,264,,,,
Austria,Daily hospital occupancy,2021-W22,258,,,,
Austria,Daily hospital occupancy,2021-W22,268,,,,
Austria,Daily hospital occupancy,2021-W22,266,,,,
Austria,Daily hospital occupancy,2021-W22,245,,,,
Austria,Daily hospital occupancy,2021-W22,247,,,,
Austria,Daily hospital occupancy,2021-W22,288,,,,
Austria,Daily hospital occupancy,2021-W22,284,,,,
Austria,Daily hospital occupancy,2021-W23,280,,,,
Austria,Daily hospital occupancy,2021-W23,275,,,,
Austria,Daily hospital occupancy,2021-W23,248,,,,
Austria,Daily hospital occupancy,2021-W23,244,,,,
Austria,Daily hospital occupancy,2021-W23,229,,,,
Austria,Daily hospital occupancy,2021-W23,217,,,,
Austria,Daily hospital occupancy,2021-W23,219,,,,
Austria,Daily hospital occupancy,2021-W24,208,,,,
Austria,Daily hospital occupancy,2021-W24,205,,,,
Austria,Daily hospital occupancy,2021-W24,188,,,,
Austria,Daily hospital occupancy,2021-W24,185,,,,
Austria,Daily hospital occupancy,2021-W24,175,,,,
Austria,Daily hospital occupancy,2021-W24,164,,,,
Austria,Daily hospital occupancy,2021-W24,164,,,,
Austria,Daily hospital occupancy,2021-W25,164,,,,
Austria,Daily hospital occupancy,2021-W25,169,,,,
Austria,Daily hospital occupancy,2021-W25,157,,,,
Austria,Daily hospital occupancy,2021-W25,146,,,,
Austria,Daily hospital occupancy,2021-W25,127,,,,
Austria,Daily hospital occupancy,2021-W25,128,,,,
Austria,Daily hospital occupancy,2021-W25,122,,,,
Austria,Daily hospital occupancy,2021-W26,118,,,,
Austria,Daily hospital occupancy,2021-W26,129,,,,
Austria,Daily hospital occupancy,2021-W26,112,,,,
Austria,Daily hospital occupancy,2021-W26,112,,,,
Austria,Daily hospital occupancy,2021-W26,101,,,,
Austria,Daily hospital occupancy,2021-W26,97,,,,
Austria,Daily hospital occupancy,2021-W26,89,,,,
Austria,Daily hospital occupancy,2021-W27,83,,,,
Austria,Daily hospital occupancy,2021-W27,78,,,,
Austria,Daily hospital occupancy,2021-W27,72,,,,
Austria,Daily hospital occupancy,2021-W27,69,,,,
Austria,Daily hospital occupancy,2021-W27,67,,,,
Austria,Daily hospital occupancy,2021-W27,61,,,,
Austria,Daily hospital occupancy,2021-W27,62,,,,
Austria,Daily hospital occupancy,2021-W28,67,,,,
Austria,Daily hospital occupancy,2021-W28,75,,,,
Austria,Daily hospital occupancy,2021-W28,78,,,,
Austria,Daily hospital occupancy,2021-W28,77,,,,
Austria,Daily hospital occupancy,2021-W28,71,,,,
Austria,Daily hospital occupancy,2021-W28,80,,,,
Austria,Daily hospital occupancy,2021-W28,77,,,,
Austria,Daily hospital occupancy,2021-W29,80,,,,
Austria,Daily hospital occupancy,2021-W29,82,,,,
Austria,Daily hospital occupancy,2021-W29,81,,,,
Austria,Daily hospital occupancy,2021-W29,78,,,,
Austria,Daily hospital occupancy,2021-W29,74,,,,
Austria,Daily hospital occupancy,2021-W29,80,,,,
Austria,Daily hospital occupancy,2021-W29,78,,,,
Austria,Daily hospital occupancy,2021-W30,85,,,,
Austria,Daily hospital occupancy,2021-W30,80,,,,
Austria,Daily hospital occupancy,2021-W30,75,,,,
Austria,Daily hospital occupancy,2021-W30,83,,,,
Austria,Daily hospital occupancy,2021-W30,81,,,,
Austria,Daily hospital occupancy,2021-W30,90,,,,
Austria,Daily hospital occupancy,2021-W30,96,,,,
Austria,Daily hospital occupancy,2021-W31,99,,,,
Austria,Daily hospital occupancy,2021-W31,102,,,,
Austria,Daily hospital occupancy,2021-W31,96,,,,
Austria,Daily hospital occupancy,2021-W31,95,,,,
Austria,Daily hospital occupancy,2021-W31,112,,,,
Austria,Daily hospital occupancy,2021-W31,110,,,,
Austria,Daily hospital occupancy,2021-W31,119,,,,
Austria,Daily hospital occupancy,2021-W32,134,,,,
Austria,Daily hospital occupancy,2021-W32,146,,,,
Austria,Daily hospital occupancy,2021-W32,146,,,,
Austria,Daily hospital occupancy,2021-W32,150,,,,
Austria,Daily hospital occupancy,2021-W32,158,,,,
Austria,Daily hospital occupancy,2021-W32,167,,,,
Austria,Daily hospital occupancy,2021-W32,182,,,,
Austria,Daily hospital occupancy,2021-W33,193,,,,
Austria,Daily hospital occupancy,2021-W33,214,,,,
Austria,Daily hospital occupancy,2021-W33,226,,,,
Austria,Daily hospital occupancy,2021-W33,219,,,,
Austria,Daily hospital occupancy,2021-W33,246,,,,
Austria,Daily hospital occupancy,2021-W33,260,,,,
Austria,Daily hospital occupancy,2021-W33,278,,,,
Austria,Daily hospital occupancy,2021-W34,306,,,,
