country,indicator,date,value,Poblacion Anual
Portugal,Daily ICU occupancy,2021-01-05,512,10298252
Portugal,Daily hospital occupancy,2021-01-06,3293,10298252
Portugal,Daily ICU occupancy,2021-01-06,513,10298252
Portugal,Daily hospital occupancy,2021-01-07,3333,10298252
Portugal,Daily ICU occupancy,2021-01-07,514,10298252
Portugal,Daily hospital occupancy,2021-01-08,3451,10298252
Portugal,Daily ICU occupancy,2021-01-08,536,10298252
Portugal,Daily hospital occupancy,2021-01-09,3555,10298252
Portugal,Daily ICU occupancy,2021-01-09,540,10298252
Portugal,Daily hospital occupancy,2021-01-10,3770,10298252
Portugal,Daily ICU occupancy,2021-01-10,558,10298252
Portugal,Weekly new hospital admissions per 100k,2021-01-10,305682945027952,10298252
Portugal,Daily hospital occupancy,2021-01-11,3983,10298252
Portugal,Daily ICU occupancy,2021-01-11,567,10298252
Portugal,Daily hospital occupancy,2021-01-12,4043,10298252
Portugal,Daily ICU occupancy,2021-01-12,599,10298252
Portugal,Daily hospital occupancy,2021-01-13,4240,10298252
Portugal,Daily ICU occupancy,2021-01-13,596,10298252
Portugal,Daily hospital occupancy,2021-01-14,4368,10298252
Portugal,Daily ICU occupancy,2021-01-14,611,10298252
Portugal,Daily hospital occupancy,2021-01-15,4560,10298252
Portugal,Daily ICU occupancy,2021-01-15,622,10298252
Portugal,Daily hospital occupancy,2021-01-16,4653,10298252
Portugal,Daily ICU occupancy,2021-01-16,638,10298252
Portugal,Daily hospital occupancy,2021-01-17,4889,10298252
Portugal,Daily ICU occupancy,2021-01-17,647,10298252
Portugal,Weekly new hospital admissions per 100k,2021-01-17,361808974960022,10298252
Portugal,Daily hospital occupancy,2021-01-18,5165,10298252
Portugal,Daily ICU occupancy,2021-01-18,664,10298252
Portugal,Daily hospital occupancy,2021-01-19,5291,10298252
Portugal,Daily ICU occupancy,2021-01-19,670,10298252
Portugal,Daily hospital occupancy,2021-01-20,5493,10298252
Portugal,Daily ICU occupancy,2021-01-20,681,10298252
Portugal,Daily hospital occupancy,2021-01-21,5630,10298252
Portugal,Daily ICU occupancy,2021-01-21,702,10298252
Portugal,Daily hospital occupancy,2021-01-22,5779,10298252
Portugal,Daily ICU occupancy,2021-01-22,715,10298252
Portugal,Daily hospital occupancy,2021-01-23,5922,10298252
Portugal,Daily ICU occupancy,2021-01-23,720,10298252
Portugal,Daily hospital occupancy,2021-01-24,6117,10298252
Portugal,Daily ICU occupancy,2021-01-24,742,10298252
Portugal,Weekly new hospital admissions per 100k,2021-01-24,414342162145576,10298252
Portugal,Daily hospital occupancy,2021-01-25,6420,10298252
Portugal,Daily ICU occupancy,2021-01-25,767,10298252
Portugal,Daily hospital occupancy,2021-01-26,6472,10298252
Portugal,Daily ICU occupancy,2021-01-26,765,10298252
Portugal,Daily hospital occupancy,2021-01-27,6603,10298252
Portugal,Daily ICU occupancy,2021-01-27,783,10298252
Portugal,Daily hospital occupancy,2021-01-28,6565,10298252
Portugal,Daily ICU occupancy,2021-01-28,782,10298252
Portugal,Daily hospital occupancy,2021-01-29,6627,10298252
Portugal,Daily ICU occupancy,2021-01-29,806,10298252
Portugal,Daily hospital occupancy,2021-01-30,6544,10298252
Portugal,Daily ICU occupancy,2021-01-30,843,10298252
Portugal,Daily hospital occupancy,2021-01-31,6694,10298252
Portugal,Daily ICU occupancy,2021-01-31,858,10298252
Portugal,Weekly new hospital admissions per 100k,2021-01-31,443764631123806,10298252
Romania,Daily ICU occupancy,2021-01-01,1111,19201662
Romania,Daily ICU occupancy,2021-01-02,1117,19201662
Romania,Daily ICU occupancy,2021-01-03,1119,19201662
Romania,Daily ICU occupancy,2021-01-04,1100,19201662
Romania,Daily ICU occupancy,2021-01-05,1086,19201662
Romania,Daily ICU occupancy,2021-01-06,1070,19201662
Romania,Daily ICU occupancy,2021-01-07,1106,19201662
Romania,Daily ICU occupancy,2021-01-08,1100,19201662
Romania,Daily ICU occupancy,2021-01-09,1100,19201662
Romania,Daily ICU occupancy,2021-01-10,1065,19201662
Romania,Daily ICU occupancy,2021-01-11,1083,19201662
Romania,Daily ICU occupancy,2021-01-12,1073,19201662
Romania,Daily ICU occupancy,2021-01-13,1081,19201662
Romania,Daily ICU occupancy,2021-01-15,1091,19201662
Romania,Daily ICU occupancy,2021-01-16,1089,19201662
Romania,Daily ICU occupancy,2021-01-17,1076,19201662
Romania,Daily ICU occupancy,2021-01-18,1084,19201662
Romania,Daily ICU occupancy,2021-01-19,1050,19201662
Romania,Daily ICU occupancy,2021-01-20,1054,19201662
Romania,Daily ICU occupancy,2021-01-21,1005,19201662
Romania,Daily ICU occupancy,2021-01-22,997,19201662
Romania,Daily ICU occupancy,2021-01-23,1016,19201662
Romania,Daily ICU occupancy,2021-01-24,1020,19201662
Romania,Daily ICU occupancy,2021-01-25,1017,19201662
Romania,Daily ICU occupancy,2021-01-26,1002,19201662
Romania,Daily ICU occupancy,2021-01-27,1025,19201662
Romania,Daily ICU occupancy,2021-01-28,989,19201662
Romania,Daily ICU occupancy,2021-01-29,996,19201662
Romania,Daily ICU occupancy,2021-01-30,1018,19201662
Romania,Daily ICU occupancy,2021-01-31,997,19201662
Slovakia,Daily hospital occupancy,2021-01-01,2214,5459781
Slovakia,Daily ICU occupancy,2021-01-01,245,5459781
Slovakia,Daily hospital occupancy,2021-01-02,2329,5459781
Slovakia,Daily ICU occupancy,2021-01-02,244,5459781
Slovakia,Daily hospital occupancy,2021-01-03,2436,5459781
Slovakia,Daily ICU occupancy,2021-01-03,249,5459781
Slovakia,Daily hospital occupancy,2021-01-04,2429,5459781
Slovakia,Daily ICU occupancy,2021-01-04,251,5459781
Slovakia,Daily hospital occupancy,2021-01-05,2409,5459781
Slovakia,Daily ICU occupancy,2021-01-05,253,5459781
Slovakia,Daily hospital occupancy,2021-01-06,2534,5459781
Slovakia,Daily ICU occupancy,2021-01-06,273,5459781
Slovakia,Daily hospital occupancy,2021-01-07,2537,5459781
Slovakia,Daily ICU occupancy,2021-01-07,267,5459781
Slovakia,Daily hospital occupancy,2021-01-08,2572,5459781
Slovakia,Daily ICU occupancy,2021-01-08,263,5459781
Slovakia,Daily hospital occupancy,2021-01-09,2679,5459781
Slovakia,Daily ICU occupancy,2021-01-09,268,5459781
Slovakia,Daily hospital occupancy,2021-01-10,2737,5459781
Slovakia,Daily ICU occupancy,2021-01-10,273,5459781
Slovakia,Daily hospital occupancy,2021-01-11,2745,5459781
Slovakia,Daily ICU occupancy,2021-01-11,276,5459781
Slovakia,Daily hospital occupancy,2021-01-12,2651,5459781
Slovakia,Daily ICU occupancy,2021-01-12,273,5459781
Slovakia,Daily hospital occupancy,2021-01-13,2684,5459781
Slovakia,Daily ICU occupancy,2021-01-13,274,5459781
Slovakia,Daily hospital occupancy,2021-01-14,2654,5459781
Slovakia,Daily ICU occupancy,2021-01-14,285,5459781
Slovakia,Daily hospital occupancy,2021-01-15,2608,5459781
Slovakia,Daily ICU occupancy,2021-01-15,295,5459781
Slovakia,Daily hospital occupancy,2021-01-16,2714,5459781
Slovakia,Daily ICU occupancy,2021-01-16,300,5459781
Slovakia,Daily hospital occupancy,2021-01-17,2836,5459781
Slovakia,Daily ICU occupancy,2021-01-17,303,5459781
Slovakia,Daily hospital occupancy,2021-01-18,2720,5459781
Slovakia,Daily ICU occupancy,2021-01-18,308,5459781
Slovakia,Daily hospital occupancy,2021-01-19,2696,5459781
Slovakia,Daily ICU occupancy,2021-01-19,305,5459781
Slovakia,Daily hospital occupancy,2021-01-20,2656,5459781
Slovakia,Daily ICU occupancy,2021-01-20,329,5459781
Slovakia,Daily hospital occupancy,2021-01-21,2642,5459781
Slovakia,Daily ICU occupancy,2021-01-21,331,5459781
Slovakia,Daily hospital occupancy,2021-01-22,2601,5459781
Slovakia,Daily ICU occupancy,2021-01-22,325,5459781
Slovakia,Daily hospital occupancy,2021-01-23,2708,5459781
Slovakia,Daily ICU occupancy,2021-01-23,326,5459781
Slovakia,Daily hospital occupancy,2021-01-24,2824,5459781
Slovakia,Daily ICU occupancy,2021-01-24,337,5459781
Slovakia,Daily hospital occupancy,2021-01-25,2819,5459781
Slovakia,Daily ICU occupancy,2021-01-25,337,5459781
Slovakia,Daily hospital occupancy,2021-01-26,2827,5459781
Slovakia,Daily ICU occupancy,2021-01-26,337,5459781
Slovakia,Daily hospital occupancy,2021-01-27,2806,5459781
Slovakia,Daily ICU occupancy,2021-01-27,326,5459781
Slovakia,Daily hospital occupancy,2021-01-28,2853,5459781
Slovakia,Daily ICU occupancy,2021-01-28,328,5459781
Slovakia,Daily hospital occupancy,2021-01-29,2812,5459781
Slovakia,Daily ICU occupancy,2021-01-29,343,5459781
Slovakia,Daily hospital occupancy,2021-01-30,2901,5459781
Slovakia,Daily ICU occupancy,2021-01-30,340,5459781
Slovakia,Daily hospital occupancy,2021-01-31,2997,5459781
Slovakia,Daily ICU occupancy,2021-01-31,330,5459781
Slovenia,Daily hospital occupancy,2021-01-01,1110,2108977
Slovenia,Daily ICU occupancy,2021-01-01,184,2108977
Slovenia,Daily hospital occupancy,2021-01-02,1111,2108977
Slovenia,Daily ICU occupancy,2021-01-02,184,2108977
Slovenia,Daily hospital occupancy,2021-01-03,1173,2108977
Slovenia,Daily ICU occupancy,2021-01-03,186,2108977
Slovenia,Weekly new hospital admissions per 100k,2021-01-03,356096818504896,2108977
Slovenia,Weekly new ICU admissions per 100k,2021-01-03,502613352350452,2108977
Slovenia,Daily hospital occupancy,2021-01-04,1209,2108977
Slovenia,Daily ICU occupancy,2021-01-04,191,2108977
Slovenia,Daily hospital occupancy,2021-01-05,1193,2108977
Slovenia,Daily ICU occupancy,2021-01-05,184,2108977
Slovenia,Daily hospital occupancy,2021-01-06,1177,2108977
Slovenia,Daily ICU occupancy,2021-01-06,187,2108977
Slovenia,Daily hospital occupancy,2021-01-07,1169,2108977
Slovenia,Daily ICU occupancy,2021-01-07,187,2108977
Slovenia,Daily hospital occupancy,2021-01-08,1160,2108977
Slovenia,Daily ICU occupancy,2021-01-08,188,2108977
Slovenia,Daily hospital occupancy,2021-01-09,1143,2108977
Slovenia,Daily ICU occupancy,2021-01-09,189,2108977
Slovenia,Daily hospital occupancy,2021-01-10,1192,2108977
Slovenia,Daily ICU occupancy,2021-01-10,200,2108977
Slovenia,Weekly new hospital admissions per 100k,2021-01-10,352777673725223,2108977
Slovenia,Weekly new ICU admissions per 100k,2021-01-10,526321529348115,2108977
Slovenia,Daily hospital occupancy,2021-01-11,1205,2108977
Slovenia,Daily ICU occupancy,2021-01-11,197,2108977
Slovenia,Daily hospital occupancy,2021-01-12,1202,2108977
Slovenia,Daily ICU occupancy,2021-01-12,189,2108977
Slovenia,Daily hospital occupancy,2021-01-13,1244,2108977
Slovenia,Daily ICU occupancy,2021-01-13,201,2108977
Slovenia,Daily hospital occupancy,2021-01-14,1266,2108977
Slovenia,Daily ICU occupancy,2021-01-14,196,2108977
Slovenia,Daily hospital occupancy,2021-01-15,1266,2108977
Slovenia,Daily ICU occupancy,2021-01-15,194,2108977
Slovenia,Daily hospital occupancy,2021-01-16,1224,2108977
Slovenia,Daily ICU occupancy,2021-01-16,189,2108977
Slovenia,Daily hospital occupancy,2021-01-17,1220,2108977
Slovenia,Daily ICU occupancy,2021-01-17,187,2108977
Slovenia,Weekly new hospital admissions per 100k,2021-01-17,354674327885036,2108977
Slovenia,Weekly new ICU admissions per 100k,2021-01-17,469421904553724,2108977
Slovenia,Daily hospital occupancy,2021-01-18,1237,2108977
Slovenia,Daily ICU occupancy,2021-01-18,180,2108977
Slovenia,Daily hospital occupancy,2021-01-19,1200,2108977
Slovenia,Daily ICU occupancy,2021-01-19,184,2108977
Slovenia,Daily hospital occupancy,2021-01-20,1178,2108977
Slovenia,Daily ICU occupancy,2021-01-20,178,2108977
Slovenia,Daily hospital occupancy,2021-01-21,1159,2108977
Slovenia,Daily ICU occupancy,2021-01-21,181,2108977
Slovenia,Daily hospital occupancy,2021-01-22,1140,2108977
Slovenia,Daily ICU occupancy,2021-01-22,183,2108977
Slovenia,Daily hospital occupancy,2021-01-23,1129,2108977
Slovenia,Daily ICU occupancy,2021-01-23,185,2108977
Slovenia,Daily hospital occupancy,2021-01-24,1149,2108977
Slovenia,Daily ICU occupancy,2021-01-24,184,2108977
Slovenia,Weekly new hospital admissions per 100k,2021-01-24,330017823807467,2108977
Slovenia,Weekly new ICU admissions per 100k,2021-01-24,450455362955594,2108977
Slovenia,Daily hospital occupancy,2021-01-25,1173,2108977
Slovenia,Daily ICU occupancy,2021-01-25,188,2108977
Slovenia,Daily hospital occupancy,2021-01-26,1157,2108977
Slovenia,Daily ICU occupancy,2021-01-26,181,2108977
Slovenia,Daily hospital occupancy,2021-01-27,1144,2108977
Slovenia,Daily ICU occupancy,2021-01-27,168,2108977
Slovenia,Daily hospital occupancy,2021-01-28,1106,2108977
Slovenia,Daily ICU occupancy,2021-01-28,169,2108977
Slovenia,Daily hospital occupancy,2021-01-29,1082,2108977
Slovenia,Daily ICU occupancy,2021-01-29,168,2108977
Slovenia,Daily hospital occupancy,2021-01-30,1047,2108977
Slovenia,Daily ICU occupancy,2021-01-30,161,2108977
Slovenia,Daily hospital occupancy,2021-01-31,1053,2108977
Slovenia,Daily ICU occupancy,2021-01-31,165,2108977
Slovenia,Weekly new hospital admissions per 100k,2021-01-31,274540689632936,2108977
Slovenia,Weekly new ICU admissions per 100k,2021-01-31,379330831962606,2108977
Spain,Weekly new hospital admissions per 100k,2020-01-19,0.00210976272658984,47332614
Spain,Weekly new hospital admissions per 100k,2021-01-03,12622710393187,47398695
Spain,Weekly new ICU admissions per 100k,2021-01-03,124265024596141,47398695
Spain,Daily hospital occupancy,2021-01-04,13458,47398695
Spain,Daily ICU occupancy,2021-01-04,2192,47398695
Spain,Daily hospital occupancy,2021-01-05,13841,47398695
Spain,Daily ICU occupancy,2021-01-05,2220,47398695
Spain,Daily hospital occupancy,2021-01-07,14543,47398695
Spain,Daily ICU occupancy,2021-01-07,2307,47398695
Spain,Daily hospital occupancy,2021-01-08,14951,47398695
Spain,Daily ICU occupancy,2021-01-08,2318,47398695
Spain,Weekly new hospital admissions per 100k,2021-01-10,18141849685946,47398695
Spain,Weekly new ICU admissions per 100k,2021-01-10,183549357213316,47398695
Spain,Daily hospital occupancy,2021-01-11,16792,47398695
Spain,Daily ICU occupancy,2021-01-11,2511,47398695
Spain,Daily hospital occupancy,2021-01-12,17645,47398695
Spain,Daily ICU occupancy,2021-01-12,2651,47398695
Spain,Daily hospital occupancy,2021-01-13,18215,47398695
Spain,Daily ICU occupancy,2021-01-13,2744,47398695
Spain,Daily hospital occupancy,2021-01-14,18924,47398695
Spain,Daily ICU occupancy,2021-01-14,2849,47398695
Spain,Daily hospital occupancy,2021-01-15,19657,47398695
Spain,Daily ICU occupancy,2021-01-15,2953,47398695
Spain,Weekly new hospital admissions per 100k,2021-01-17,286147118607379,47398695
Spain,Weekly new ICU admissions per 100k,2021-01-17,281020395181766,47398695
Spain,Daily hospital occupancy,2021-01-18,23184,47398695
Spain,Daily ICU occupancy,2021-01-18,3287,47398695
Spain,Daily hospital occupancy,2021-01-19,24185,47398695
Spain,Daily ICU occupancy,2021-01-19,3416,47398695
Spain,Daily hospital occupancy,2021-01-20,25228,47398695
Spain,Daily ICU occupancy,2021-01-20,3583,47398695
Spain,Daily hospital occupancy,2021-01-21,26542,47398695
Spain,Daily ICU occupancy,2021-01-21,3734,47398695
Spain,Daily hospital occupancy,2021-01-22,27462,47398695
Spain,Daily ICU occupancy,2021-01-22,3908,47398695
Spain,Weekly new hospital admissions per 100k,2021-01-24,361043695401319,47398695
Spain,Weekly new ICU admissions per 100k,2021-01-24,35908161606559,47398695
Spain,Daily hospital occupancy,2021-01-25,30483,47398695
Spain,Daily ICU occupancy,2021-01-25,4284,47398695
Spain,Daily hospital occupancy,2021-01-26,30815,47398695
Spain,Daily ICU occupancy,2021-01-26,4433,47398695
Spain,Daily hospital occupancy,2021-01-27,30789,47398695
Spain,Daily ICU occupancy,2021-01-27,4515,47398695
Spain,Daily hospital occupancy,2021-01-28,30726,47398695
Spain,Daily ICU occupancy,2021-01-28,4608,47398695
Spain,Daily hospital occupancy,2021-01-29,30804,47398695
Spain,Daily ICU occupancy,2021-01-29,4723,47398695
Spain,Weekly new hospital admissions per 100k,2021-01-31,33007237857498,47398695
Spain,Weekly new ICU admissions per 100k,2021-01-31,333553487073853,47398695
Sweden,Daily hospital occupancy,2021-01-01,2901,10379295
Sweden,Daily ICU occupancy,2021-01-01,335,10379295
Sweden,Daily hospital occupancy,2021-01-02,2905,10379295
Sweden,Daily ICU occupancy,2021-01-02,334,10379295
Sweden,Daily hospital occupancy,2021-01-03,2949,10379295
Sweden,Daily ICU occupancy,2021-01-03,348,10379295
Sweden,Weekly new ICU admissions per 100k,2021-01-03,223521925140388,10379295
Sweden,Daily hospital occupancy,2021-01-04,3004,10379295
Sweden,Daily ICU occupancy,2021-01-04,361,10379295
Sweden,Daily hospital occupancy,2021-01-05,2996,10379295
Sweden,Daily ICU occupancy,2021-01-05,368,10379295
Sweden,Daily hospital occupancy,2021-01-06,2962,10379295
Sweden,Daily ICU occupancy,2021-01-06,372,10379295
Sweden,Daily hospital occupancy,2021-01-07,2908,10379295
Sweden,Daily ICU occupancy,2021-01-07,377,10379295
Sweden,Daily hospital occupancy,2021-01-08,2852,10379295
Sweden,Daily ICU occupancy,2021-01-08,374,10379295
Sweden,Daily hospital occupancy,2021-01-09,2845,10379295
Sweden,Daily ICU occupancy,2021-01-09,373,10379295
Sweden,Daily hospital occupancy,2021-01-10,2858,10379295
Sweden,Daily ICU occupancy,2021-01-10,372,10379295
Sweden,Weekly new ICU admissions per 100k,2021-01-10,178239466167982,10379295
Sweden,Daily hospital occupancy,2021-01-11,2828,10379295
Sweden,Daily ICU occupancy,2021-01-11,383,10379295
Sweden,Daily hospital occupancy,2021-01-12,2759,10379295
Sweden,Daily ICU occupancy,2021-01-12,369,10379295
Sweden,Daily hospital occupancy,2021-01-13,2739,10379295
Sweden,Daily ICU occupancy,2021-01-13,365,10379295
Sweden,Daily hospital occupancy,2021-01-14,2634,10379295
Sweden,Daily ICU occupancy,2021-01-14,354,10379295
Sweden,Daily hospital occupancy,2021-01-15,2577,10379295
Sweden,Daily ICU occupancy,2021-01-15,355,10379295
Sweden,Daily hospital occupancy,2021-01-16,2570,10379295
Sweden,Daily ICU occupancy,2021-01-16,354,10379295
Sweden,Daily hospital occupancy,2021-01-17,2532,10379295
Sweden,Daily ICU occupancy,2021-01-17,352,10379295
Sweden,Weekly new ICU admissions per 100k,2021-01-17,14740885580379,10379295
Sweden,Daily hospital occupancy,2021-01-18,2512,10379295
Sweden,Daily ICU occupancy,2021-01-18,347,10379295
Sweden,Daily hospital occupancy,2021-01-19,2398,10379295
Sweden,Daily ICU occupancy,2021-01-19,339,10379295
Sweden,Daily hospital occupancy,2021-01-20,2278,10379295
Sweden,Daily ICU occupancy,2021-01-20,328,10379295
Sweden,Daily hospital occupancy,2021-01-21,2210,10379295
Sweden,Daily ICU occupancy,2021-01-21,316,10379295
Sweden,Daily hospital occupancy,2021-01-22,2151,10379295
Sweden,Daily ICU occupancy,2021-01-22,305,10379295
Sweden,Daily hospital occupancy,2021-01-23,2135,10379295
Sweden,Daily ICU occupancy,2021-01-23,303,10379295
Sweden,Daily hospital occupancy,2021-01-24,2141,10379295
Sweden,Daily ICU occupancy,2021-01-24,294,10379295
Sweden,Weekly new ICU admissions per 100k,2021-01-24,120432071735123,10379295
Sweden,Daily hospital occupancy,2021-01-25,2132,10379295
Sweden,Daily ICU occupancy,2021-01-25,282,10379295
Sweden,Daily hospital occupancy,2021-01-26,2068,10379295
Sweden,Daily ICU occupancy,2021-01-26,280,10379295
Sweden,Daily hospital occupancy,2021-01-27,1982,10379295
Sweden,Daily ICU occupancy,2021-01-27,275,10379295
Sweden,Daily hospital occupancy,2021-01-28,1931,10379295
Sweden,Daily ICU occupancy,2021-01-28,272,10379295
Sweden,Daily hospital occupancy,2021-01-29,1862,10379295
Sweden,Daily ICU occupancy,2021-01-29,261,10379295
Sweden,Daily hospital occupancy,2021-01-30,1858,10379295
Sweden,Daily ICU occupancy,2021-01-30,261,10379295
Sweden,Daily hospital occupancy,2021-01-31,1806,10379295
Sweden,Daily ICU occupancy,2021-01-31,261,10379295
Sweden,Weekly new ICU admissions per 100k,2021-01-31,105016766553027,10379295
