country,indicator,date,value,Poblacion Anual
Hungary,Daily hospital occupancy,2021-01-14,4689,9730772
Hungary,Daily hospital occupancy,2021-01-15,4600,9730772
Hungary,Daily hospital occupancy,2021-01-16,4408,9730772
Hungary,Daily hospital occupancy,2021-01-17,4345,9730772
Hungary,Daily hospital occupancy,2021-01-18,4445,9730772
Hungary,Daily hospital occupancy,2021-01-19,4445,9730772
Hungary,Daily hospital occupancy,2021-01-20,4218,9730772
Hungary,Daily hospital occupancy,2021-01-21,4049,9730772
Hungary,Daily hospital occupancy,2021-01-22,3959,9730772
Hungary,Daily hospital occupancy,2021-01-23,3854,9730772
Hungary,Daily hospital occupancy,2021-01-24,3793,9730772
Hungary,Daily hospital occupancy,2021-01-25,3814,9730772
Hungary,Daily hospital occupancy,2021-01-26,3815,9730772
Hungary,Daily hospital occupancy,2021-01-27,3809,9730772
Hungary,Daily hospital occupancy,2021-01-28,3669,9730772
Hungary,Daily hospital occupancy,2021-01-29,3649,9730772
Hungary,Daily hospital occupancy,2021-01-30,3582,9730772
Hungary,Daily hospital occupancy,2021-01-31,3562,9730772
Iceland,Weekly new hospital admissions per 100k,2021-01-03,0,368792
Iceland,Daily hospital occupancy,2021-01-07,20,368792
Iceland,Daily hospital occupancy,2021-01-08,20,368792
Iceland,Daily hospital occupancy,2021-01-09,20,368792
Iceland,Daily hospital occupancy,2021-01-10,20,368792
Iceland,Weekly new hospital admissions per 100k,2021-01-10,0,368792
Iceland,Daily hospital occupancy,2021-01-11,19,368792
Iceland,Daily hospital occupancy,2021-01-12,19,368792
Iceland,Daily hospital occupancy,2021-01-13,19,368792
Iceland,Daily hospital occupancy,2021-01-14,19,368792
Iceland,Weekly new hospital admissions per 100k,2021-01-17,0.271155556519664,368792
Iceland,Daily hospital occupancy,2021-01-18,20,368792
Iceland,Daily hospital occupancy,2021-01-19,18,368792
Iceland,Daily hospital occupancy,2021-01-24,17,368792
Iceland,Weekly new hospital admissions per 100k,2021-01-24,108462222607866,368792
Iceland,Daily hospital occupancy,2021-01-25,16,368792
Iceland,Daily hospital occupancy,2021-01-26,16,368792
Iceland,Weekly new hospital admissions per 100k,2021-01-31,0.271155556519664,368792
Ireland,Daily hospital occupancy,2021-01-01,508,5006324
Ireland,Daily ICU occupancy,2021-01-01,50,5006324
Ireland,Daily hospital occupancy,2021-01-02,581,5006324
Ireland,Daily ICU occupancy,2021-01-02,56,5006324
Ireland,Daily hospital occupancy,2021-01-03,673,5006324
Ireland,Daily ICU occupancy,2021-01-03,65,5006324
Ireland,Weekly new hospital admissions per 100k,2021-01-03,952794905004151,5006324
Ireland,Weekly new ICU admissions per 100k,2021-01-03,107863574151413,5006324
Ireland,Daily hospital occupancy,2021-01-04,744,5006324
Ireland,Daily ICU occupancy,2021-01-04,73,5006324
Ireland,Daily hospital occupancy,2021-01-05,817,5006324
Ireland,Daily ICU occupancy,2021-01-05,76,5006324
Ireland,Daily hospital occupancy,2021-01-06,921,5006324
Ireland,Daily ICU occupancy,2021-01-06,89,5006324
Ireland,Daily hospital occupancy,2021-01-07,1022,5006324
Ireland,Daily ICU occupancy,2021-01-07,101,5006324
Ireland,Daily hospital occupancy,2021-01-08,1153,5006324
Ireland,Daily ICU occupancy,2021-01-08,107,5006324
Ireland,Daily hospital occupancy,2021-01-09,1285,5006324
Ireland,Daily ICU occupancy,2021-01-09,121,5006324
Ireland,Daily hospital occupancy,2021-01-10,1426,5006324
Ireland,Daily ICU occupancy,2021-01-10,128,5006324
Ireland,Weekly new hospital admissions per 100k,2021-01-10,172381971282722,5006324
Ireland,Weekly new ICU admissions per 100k,2021-01-10,231706937065999,5006324
Ireland,Daily hospital occupancy,2021-01-11,1575,5006324
Ireland,Daily ICU occupancy,2021-01-11,144,5006324
Ireland,Daily hospital occupancy,2021-01-12,1690,5006324
Ireland,Daily ICU occupancy,2021-01-12,160,5006324
Ireland,Daily hospital occupancy,2021-01-13,1750,5006324
Ireland,Daily ICU occupancy,2021-01-13,176,5006324
Ireland,Daily hospital occupancy,2021-01-14,1792,5006324
Ireland,Daily ICU occupancy,2021-01-14,173,5006324
Ireland,Daily hospital occupancy,2021-01-15,1846,5006324
Ireland,Daily ICU occupancy,2021-01-15,187,5006324
Ireland,Daily hospital occupancy,2021-01-16,1848,5006324
Ireland,Daily ICU occupancy,2021-01-16,191,5006324
Ireland,Daily hospital occupancy,2021-01-17,1923,5006324
Ireland,Daily ICU occupancy,2021-01-17,196,5006324
Ireland,Weekly new hospital admissions per 100k,2021-01-17,214528664145589,5006324
Ireland,Weekly new ICU admissions per 100k,2021-01-17,285638724141706,5006324
Ireland,Daily hospital occupancy,2021-01-18,2020,5006324
Ireland,Daily ICU occupancy,2021-01-18,199,5006324
Ireland,Daily hospital occupancy,2021-01-19,1954,5006324
Ireland,Daily ICU occupancy,2021-01-19,209,5006324
Ireland,Daily hospital occupancy,2021-01-20,1941,5006324
Ireland,Daily ICU occupancy,2021-01-20,210,5006324
Ireland,Daily hospital occupancy,2021-01-21,1949,5006324
Ireland,Daily ICU occupancy,2021-01-21,214,5006324
Ireland,Daily hospital occupancy,2021-01-22,1969,5006324
Ireland,Daily ICU occupancy,2021-01-22,218,5006324
Ireland,Daily hospital occupancy,2021-01-23,1893,5006324
Ireland,Daily ICU occupancy,2021-01-23,216,5006324
Ireland,Daily hospital occupancy,2021-01-24,1914,5006324
Ireland,Daily ICU occupancy,2021-01-24,221,5006324
Ireland,Weekly new hospital admissions per 100k,2021-01-24,14421759358763,5006324
Ireland,Weekly new ICU admissions per 100k,2021-01-24,21372967470743,5006324
Ireland,Daily hospital occupancy,2021-01-25,1948,5006324
Ireland,Daily ICU occupancy,2021-01-25,218,5006324
Ireland,Daily hospital occupancy,2021-01-26,1823,5006324
Ireland,Daily ICU occupancy,2021-01-26,216,5006324
Ireland,Daily hospital occupancy,2021-01-27,1727,5006324
Ireland,Daily ICU occupancy,2021-01-27,212,5006324
Ireland,Daily hospital occupancy,2021-01-28,1620,5006324
Ireland,Daily ICU occupancy,2021-01-28,214,5006324
Ireland,Daily hospital occupancy,2021-01-29,1552,5006324
Ireland,Daily ICU occupancy,2021-01-29,211,5006324
Ireland,Daily hospital occupancy,2021-01-30,1494,5006324
Ireland,Daily ICU occupancy,2021-01-30,213,5006324
Ireland,Daily hospital occupancy,2021-01-31,1515,5006324
Ireland,Daily ICU occupancy,2021-01-31,211,5006324
Ireland,Weekly new hospital admissions per 100k,2021-01-31,110060795106349,5006324
Ireland,Weekly new ICU admissions per 100k,2021-01-31,165790308417913,5006324
Italy,Weekly new hospital admissions per 100k,2021-01-03,15639082127009,59236213
Italy,Weekly new hospital admissions per 100k,2021-01-10,158923056070448,59236213
Italy,Weekly new hospital admissions per 100k,2021-01-17,144911356841802,59236213
Italy,Weekly new hospital admissions per 100k,2021-01-24,124569070612262,59236213
Italy,Weekly new hospital admissions per 100k,2021-01-31,115014104632246,59236213
Latvia,Weekly new hospital admissions per 100k,2020-01-05,0,1907675
Latvia,Weekly new ICU admissions per 100k,2020-01-05,0,1907675
Latvia,Weekly new hospital admissions per 100k,2020-01-12,0,1907675
Latvia,Weekly new ICU admissions per 100k,2020-01-12,0,1907675
Latvia,Weekly new hospital admissions per 100k,2020-01-19,0,1907675
Latvia,Weekly new ICU admissions per 100k,2020-01-19,0,1907675
Latvia,Weekly new hospital admissions per 100k,2020-01-26,0,1907675
Latvia,Weekly new ICU admissions per 100k,2020-01-26,0,1907675
Latvia,Daily hospital occupancy,2021-01-01,1004,1893223
Latvia,Daily hospital occupancy,2021-01-02,1067,1893223
Latvia,Daily hospital occupancy,2021-01-03,1114,1893223
Latvia,Weekly new hospital admissions per 100k,2021-01-03,444744227172393,1893223
Latvia,Weekly new ICU admissions per 100k,2021-01-03,586301772163131,1893223
Latvia,Daily hospital occupancy,2021-01-04,1141,1893223
Latvia,Daily hospital occupancy,2021-01-05,1112,1893223
Latvia,Daily hospital occupancy,2021-01-06,1068,1893223
Latvia,Daily hospital occupancy,2021-01-07,1110,1893223
Latvia,Daily hospital occupancy,2021-01-08,1092,1893223
Latvia,Daily hospital occupancy,2021-01-09,1051,1893223
Latvia,Daily hospital occupancy,2021-01-10,1079,1893223
Latvia,Daily ICU occupancy,2021-01-10,63,1893223
Latvia,Weekly new hospital admissions per 100k,2021-01-10,495451407467583,1893223
Latvia,Weekly new ICU admissions per 100k,2021-01-10,628557755742456,1893223
Latvia,Daily hospital occupancy,2021-01-11,1127,1893223
Latvia,Daily hospital occupancy,2021-01-12,1115,1893223
Latvia,Daily hospital occupancy,2021-01-13,1155,1893223
Latvia,Daily hospital occupancy,2021-01-14,1101,1893223
Latvia,Daily hospital occupancy,2021-01-15,1070,1893223
Latvia,Daily hospital occupancy,2021-01-16,1005,1893223
Latvia,Daily hospital occupancy,2021-01-17,1049,1893223
Latvia,Daily ICU occupancy,2021-01-17,64,1893223
Latvia,Weekly new hospital admissions per 100k,2021-01-17,427313633945922,1893223
Latvia,Weekly new ICU admissions per 100k,2021-01-17,797581690059755,1893223
Latvia,Daily hospital occupancy,2021-01-18,1073,1893223
Latvia,Daily hospital occupancy,2021-01-19,1062,1893223
Latvia,Daily hospital occupancy,2021-01-20,1016,1893223
Latvia,Daily hospital occupancy,2021-01-21,1010,1893223
Latvia,Daily hospital occupancy,2021-01-22,1015,1893223
Latvia,Daily hospital occupancy,2021-01-23,944,1893223
Latvia,Daily hospital occupancy,2021-01-24,1007,1893223
Latvia,Daily ICU occupancy,2021-01-24,102,1893223
Latvia,Weekly new hospital admissions per 100k,2021-01-24,395093446466687,1893223
Latvia,Weekly new ICU admissions per 100k,2021-01-24,850401669533911,1893223
Latvia,Daily hospital occupancy,2021-01-25,1052,1893223
Latvia,Daily hospital occupancy,2021-01-26,972,1893223
Latvia,Daily hospital occupancy,2021-01-27,921,1893223
Latvia,Daily hospital occupancy,2021-01-28,944,1893223
Latvia,Daily hospital occupancy,2021-01-29,949,1893223
Latvia,Daily hospital occupancy,2021-01-30,918,1893223
Latvia,Daily hospital occupancy,2021-01-31,948,1893223
Latvia,Daily ICU occupancy,2021-01-31,110,1893223
Latvia,Weekly new hospital admissions per 100k,2021-01-31,373965454677024,1893223
Latvia,Weekly new ICU admissions per 100k,2021-01-31,860965665428742,1893223
Lithuania,Daily hospital occupancy,2021-01-01,2406,2795680
Lithuania,Daily hospital occupancy,2021-01-02,2494,2795680
Lithuania,Daily hospital occupancy,2021-01-03,2571,2795680
Lithuania,Daily hospital occupancy,2021-01-04,2568,2795680
Lithuania,Daily hospital occupancy,2021-01-05,2412,2795680
Lithuania,Daily hospital occupancy,2021-01-06,2413,2795680
Lithuania,Daily hospital occupancy,2021-01-07,2390,2795680
Lithuania,Daily hospital occupancy,2021-01-08,2235,2795680
Lithuania,Daily hospital occupancy,2021-01-09,2211,2795680
Lithuania,Daily hospital occupancy,2021-01-10,2212,2795680
Lithuania,Daily hospital occupancy,2021-01-11,2155,2795680
Lithuania,Daily hospital occupancy,2021-01-12,2096,2795680
Lithuania,Daily hospital occupancy,2021-01-13,2038,2795680
Lithuania,Daily hospital occupancy,2021-01-14,2008,2795680
Lithuania,Daily hospital occupancy,2021-01-15,1850,2795680
Lithuania,Daily hospital occupancy,2021-01-16,1859,2795680
Lithuania,Daily hospital occupancy,2021-01-17,1910,2795680
Lithuania,Daily hospital occupancy,2021-01-21,1528,2795680
Lithuania,Daily hospital occupancy,2021-01-22,1432,2795680
Lithuania,Daily hospital occupancy,2021-01-25,1407,2795680
Lithuania,Daily hospital occupancy,2021-01-26,1457,2795680
Lithuania,Daily hospital occupancy,2021-01-28,1409,2795680
Lithuania,Daily hospital occupancy,2021-01-29,1307,2795680
Lithuania,Daily hospital occupancy,2021-01-30,1323,2795680
Lithuania,Daily hospital occupancy,2021-01-31,1346,2795680
Luxembourg,Daily hospital occupancy,2021-01-01,125,634730
Luxembourg,Daily ICU occupancy,2021-01-01,32,634730
Luxembourg,Daily hospital occupancy,2021-01-02,125,634730
Luxembourg,Daily ICU occupancy,2021-01-02,30,634730
Luxembourg,Daily hospital occupancy,2021-01-03,125,634730
Luxembourg,Daily ICU occupancy,2021-01-03,34,634730
Luxembourg,Weekly new hospital admissions per 100k,2021-01-03,740472326816127,634730
Luxembourg,Daily hospital occupancy,2021-01-04,123,634730
Luxembourg,Daily ICU occupancy,2021-01-04,32,634730
Luxembourg,Daily hospital occupancy,2021-01-05,104,634730
Luxembourg,Daily ICU occupancy,2021-01-05,28,634730
Luxembourg,Daily hospital occupancy,2021-01-06,104,634730
Luxembourg,Daily ICU occupancy,2021-01-06,26,634730
Luxembourg,Daily hospital occupancy,2021-01-07,100,634730
Luxembourg,Daily ICU occupancy,2021-01-07,23,634730
Luxembourg,Daily hospital occupancy,2021-01-08,91,634730
Luxembourg,Daily ICU occupancy,2021-01-08,22,634730
Luxembourg,Daily hospital occupancy,2021-01-09,93,634730
Luxembourg,Daily ICU occupancy,2021-01-09,21,634730
Luxembourg,Daily hospital occupancy,2021-01-10,92,634730
Luxembourg,Daily ICU occupancy,2021-01-10,23,634730
Luxembourg,Weekly new hospital admissions per 100k,2021-01-10,567170292880437,634730
Luxembourg,Daily hospital occupancy,2021-01-11,93,634730
Luxembourg,Daily ICU occupancy,2021-01-11,24,634730
Luxembourg,Daily hospital occupancy,2021-01-12,92,634730
Luxembourg,Daily ICU occupancy,2021-01-12,21,634730
Luxembourg,Daily hospital occupancy,2021-01-13,91,634730
Luxembourg,Daily ICU occupancy,2021-01-13,23,634730
Luxembourg,Daily hospital occupancy,2021-01-14,90,634730
Luxembourg,Daily ICU occupancy,2021-01-14,21,634730
Luxembourg,Daily hospital occupancy,2021-01-15,84,634730
Luxembourg,Daily ICU occupancy,2021-01-15,18,634730
Luxembourg,Daily hospital occupancy,2021-01-16,91,634730
Luxembourg,Daily ICU occupancy,2021-01-16,19,634730
Luxembourg,Daily hospital occupancy,2021-01-17,88,634730
Luxembourg,Daily ICU occupancy,2021-01-17,20,634730
Luxembourg,Weekly new hospital admissions per 100k,2021-01-17,488396641091488,634730
Luxembourg,Daily hospital occupancy,2021-01-18,88,634730
Luxembourg,Daily ICU occupancy,2021-01-18,20,634730
Luxembourg,Daily hospital occupancy,2021-01-19,85,634730
Luxembourg,Daily ICU occupancy,2021-01-19,17,634730
Luxembourg,Daily hospital occupancy,2021-01-20,73,634730
Luxembourg,Daily ICU occupancy,2021-01-20,14,634730
Luxembourg,Daily hospital occupancy,2021-01-21,77,634730
Luxembourg,Daily ICU occupancy,2021-01-21,14,634730
Luxembourg,Daily hospital occupancy,2021-01-22,78,634730
Luxembourg,Daily ICU occupancy,2021-01-22,14,634730
Luxembourg,Daily hospital occupancy,2021-01-23,73,634730
Luxembourg,Daily ICU occupancy,2021-01-23,15,634730
Luxembourg,Daily hospital occupancy,2021-01-24,71,634730
Luxembourg,Daily ICU occupancy,2021-01-24,14,634730
Luxembourg,Weekly new hospital admissions per 100k,2021-01-24,346604067871378,634730
Luxembourg,Daily hospital occupancy,2021-01-25,76,634730
Luxembourg,Daily ICU occupancy,2021-01-25,15,634730
Luxembourg,Daily hospital occupancy,2021-01-26,70,634730
Luxembourg,Daily ICU occupancy,2021-01-26,15,634730
Luxembourg,Daily hospital occupancy,2021-01-27,63,634730
Luxembourg,Daily ICU occupancy,2021-01-27,14,634730
Luxembourg,Daily hospital occupancy,2021-01-28,65,634730
Luxembourg,Daily ICU occupancy,2021-01-28,12,634730
Luxembourg,Daily hospital occupancy,2021-01-29,69,634730
Luxembourg,Daily ICU occupancy,2021-01-29,11,634730
Luxembourg,Daily hospital occupancy,2021-01-30,66,634730
Luxembourg,Daily ICU occupancy,2021-01-30,11,634730
Luxembourg,Daily hospital occupancy,2021-01-31,66,634730
Luxembourg,Daily ICU occupancy,2021-01-31,11,634730
Luxembourg,Weekly new hospital admissions per 100k,2021-01-31,645943944669387,634730
Malta,Daily hospital occupancy,2021-01-01,67,516100
Malta,Daily hospital occupancy,2021-01-02,70,516100
Malta,Daily hospital occupancy,2021-01-03,66,516100
Malta,Daily ICU occupancy,2021-01-03,18,516100
Malta,Weekly new hospital admissions per 100k,2021-01-03,561906607246658,516100
Malta,Weekly new ICU admissions per 100k,2021-01-03,155008719240457,516100
Malta,Daily hospital occupancy,2021-01-04,68,516100
Malta,Daily hospital occupancy,2021-01-05,69,516100
Malta,Daily hospital occupancy,2021-01-06,63,516100
Malta,Daily hospital occupancy,2021-01-07,54,516100
Malta,Daily hospital occupancy,2021-01-08,55,516100
Malta,Daily hospital occupancy,2021-01-09,63,516100
Malta,Daily hospital occupancy,2021-01-10,66,516100
Malta,Daily ICU occupancy,2021-01-10,20,516100
Malta,Weekly new hospital admissions per 100k,2021-01-10,755667506297229,516100
Malta,Weekly new ICU admissions per 100k,2021-01-10,0.193760899050572,516100
Malta,Daily hospital occupancy,2021-01-11,66,516100
Malta,Daily hospital occupancy,2021-01-12,69,516100
Malta,Daily hospital occupancy,2021-01-13,69,516100
Malta,Daily hospital occupancy,2021-01-14,66,516100
Malta,Daily hospital occupancy,2021-01-15,58,516100
Malta,Daily hospital occupancy,2021-01-16,64,516100
Malta,Daily hospital occupancy,2021-01-17,64,516100
Malta,Daily ICU occupancy,2021-01-17,27,516100
Malta,Weekly new hospital admissions per 100k,2021-01-17,930052315442744,516100
Malta,Weekly new ICU admissions per 100k,2021-01-17,116256539430343,516100
Malta,Daily hospital occupancy,2021-01-18,68,516100
Malta,Daily hospital occupancy,2021-01-19,65,516100
Malta,Daily hospital occupancy,2021-01-20,63,516100
Malta,Daily hospital occupancy,2021-01-21,58,516100
Malta,Daily hospital occupancy,2021-01-22,61,516100
Malta,Daily hospital occupancy,2021-01-23,61,516100
Malta,Daily hospital occupancy,2021-01-24,61,516100
Malta,Daily ICU occupancy,2021-01-24,14,516100
Malta,Weekly new hospital admissions per 100k,2021-01-24,4068978880062,516100
Malta,Weekly new ICU admissions per 100k,2021-01-24,0.775043596202286,516100
Malta,Daily hospital occupancy,2021-01-25,68,516100
Malta,Daily hospital occupancy,2021-01-26,65,516100
Malta,Daily hospital occupancy,2021-01-27,71,516100
Malta,Daily hospital occupancy,2021-01-28,65,516100
Malta,Daily hospital occupancy,2021-01-29,66,516100
Malta,Daily hospital occupancy,2021-01-30,66,516100
Malta,Daily hospital occupancy,2021-01-31,63,516100
Malta,Daily ICU occupancy,2021-01-31,10,516100
Malta,Weekly new hospital admissions per 100k,2021-01-31,503778337531486,516100
Malta,Weekly new ICU admissions per 100k,2021-01-31,0.968804495252858,516100
Netherlands,Daily hospital occupancy,2021-01-01,1957,17475415
Netherlands,Daily ICU occupancy,2021-01-01,703,17475415
Netherlands,Daily hospital occupancy,2021-01-02,2005,17475415
Netherlands,Daily ICU occupancy,2021-01-02,698,17475415
Netherlands,Daily hospital occupancy,2021-01-03,2006,17475415
Netherlands,Daily ICU occupancy,2021-01-03,704,17475415
Netherlands,Weekly new hospital admissions per 100k,2021-01-03,113645369795224,17475415
Netherlands,Weekly new ICU admissions per 100k,2021-01-03,192842344516568,17475415
Netherlands,Daily hospital occupancy,2021-01-04,2130,17475415
Netherlands,Daily ICU occupancy,2021-01-04,715,17475415
Netherlands,Daily hospital occupancy,2021-01-05,2159,17475415
Netherlands,Daily ICU occupancy,2021-01-05,731,17475415
Netherlands,Daily hospital occupancy,2021-01-06,2131,17475415
Netherlands,Daily ICU occupancy,2021-01-06,704,17475415
Netherlands,Daily hospital occupancy,2021-01-07,2052,17475415
Netherlands,Daily ICU occupancy,2021-01-07,712,17475415
Netherlands,Daily hospital occupancy,2021-01-08,1936,17475415
Netherlands,Daily ICU occupancy,2021-01-08,708,17475415
Netherlands,Daily hospital occupancy,2021-01-09,1874,17475415
Netherlands,Daily ICU occupancy,2021-01-09,700,17475415
Netherlands,Daily hospital occupancy,2021-01-10,1850,17475415
Netherlands,Daily ICU occupancy,2021-01-10,711,17475415
Netherlands,Weekly new hospital admissions per 100k,2021-01-10,976800837061666,17475415
Netherlands,Weekly new ICU admissions per 100k,2021-01-10,172814207845708,17475415
Netherlands,Daily hospital occupancy,2021-01-11,1926,17475415
Netherlands,Daily ICU occupancy,2021-01-11,702,17475415
Netherlands,Daily hospital occupancy,2021-01-12,1945,17475415
Netherlands,Daily ICU occupancy,2021-01-12,695,17475415
Netherlands,Daily hospital occupancy,2021-01-13,1821,17475415
Netherlands,Daily ICU occupancy,2021-01-13,700,17475415
Netherlands,Daily hospital occupancy,2021-01-14,1814,17475415
Netherlands,Daily ICU occupancy,2021-01-14,693,17475415
Netherlands,Daily hospital occupancy,2021-01-15,1784,17475415
Netherlands,Daily ICU occupancy,2021-01-15,690,17475415
Netherlands,Daily hospital occupancy,2021-01-16,1694,17475415
Netherlands,Daily ICU occupancy,2021-01-16,671,17475415
Netherlands,Daily hospital occupancy,2021-01-17,1708,17475415
Netherlands,Daily ICU occupancy,2021-01-17,676,17475415
Netherlands,Weekly new hospital admissions per 100k,2021-01-17,853770854654954,17475415
Netherlands,Weekly new ICU admissions per 100k,2021-01-17,145919281459124,17475415
Netherlands,Daily hospital occupancy,2021-01-18,1744,17475415
Netherlands,Daily ICU occupancy,2021-01-18,690,17475415
Netherlands,Daily hospital occupancy,2021-01-19,1767,17475415
Netherlands,Daily ICU occupancy,2021-01-19,683,17475415
Netherlands,Daily hospital occupancy,2021-01-20,1709,17475415
Netherlands,Daily ICU occupancy,2021-01-20,679,17475415
Netherlands,Daily hospital occupancy,2021-01-21,1667,17475415
Netherlands,Daily ICU occupancy,2021-01-21,677,17475415
Netherlands,Daily hospital occupancy,2021-01-22,1684,17475415
Netherlands,Daily ICU occupancy,2021-01-22,674,17475415
Netherlands,Daily hospital occupancy,2021-01-23,1633,17475415
Netherlands,Daily ICU occupancy,2021-01-23,673,17475415
Netherlands,Daily hospital occupancy,2021-01-24,1667,17475415
Netherlands,Daily ICU occupancy,2021-01-24,680,17475415
Netherlands,Weekly new hospital admissions per 100k,2021-01-24,812570116360613,17475415
Netherlands,Weekly new ICU admissions per 100k,2021-01-24,13848025926709,17475415
Netherlands,Daily hospital occupancy,2021-01-25,1720,17475415
Netherlands,Daily ICU occupancy,2021-01-25,664,17475415
Netherlands,Daily hospital occupancy,2021-01-26,1705,17475415
Netherlands,Daily ICU occupancy,2021-01-26,674,17475415
Netherlands,Daily hospital occupancy,2021-01-27,1648,17475415
Netherlands,Daily ICU occupancy,2021-01-27,651,17475415
Netherlands,Daily hospital occupancy,2021-01-28,1595,17475415
Netherlands,Daily ICU occupancy,2021-01-28,645,17475415
Netherlands,Daily hospital occupancy,2021-01-29,1572,17475415
Netherlands,Daily ICU occupancy,2021-01-29,659,17475415
Netherlands,Daily hospital occupancy,2021-01-30,1600,17475415
Netherlands,Daily ICU occupancy,2021-01-30,640,17475415
Netherlands,Daily hospital occupancy,2021-01-31,1573,17475415
Netherlands,Daily ICU occupancy,2021-01-31,646,17475415
Netherlands,Weekly new hospital admissions per 100k,2021-01-31,741041056821827,17475415
Netherlands,Weekly new ICU admissions per 100k,2021-01-31,144774816506504,17475415
Norway,Daily hospital occupancy,2021-01-01,126,5391369
Norway,Daily hospital occupancy,2021-01-02,127,5391369
Norway,Daily hospital occupancy,2021-01-03,128,5391369
Norway,Weekly new hospital admissions per 100k,2021-01-03,181772013750125,5391369
Norway,Weekly new ICU admissions per 100k,2021-01-03,0.204029811352182,5391369
Norway,Daily hospital occupancy,2021-01-04,129,5391369
Norway,Daily hospital occupancy,2021-01-05,133,5391369
Norway,Daily hospital occupancy,2021-01-06,129,5391369
Norway,Daily hospital occupancy,2021-01-07,127,5391369
Norway,Daily hospital occupancy,2021-01-08,131,5391369
Norway,Daily hospital occupancy,2021-01-09,125,5391369
Norway,Daily hospital occupancy,2021-01-10,143,5391369
Norway,Weekly new hospital admissions per 100k,2021-01-10,168788298482259,5391369
Norway,Weekly new ICU admissions per 100k,2021-01-10,0.408059622704363,5391369
Norway,Daily hospital occupancy,2021-01-11,147,5391369
Norway,Daily hospital occupancy,2021-01-12,149,5391369
Norway,Daily hospital occupancy,2021-01-13,156,5391369
Norway,Daily hospital occupancy,2021-01-14,164,5391369
Norway,Daily hospital occupancy,2021-01-15,158,5391369
Norway,Daily hospital occupancy,2021-01-16,150,5391369
Norway,Daily hospital occupancy,2021-01-17,158,5391369
Norway,Weekly new hospital admissions per 100k,2021-01-17,166933482015421,5391369
Norway,Weekly new ICU admissions per 100k,2021-01-17,0.278222470025702,5391369
Norway,Daily hospital occupancy,2021-01-18,152,5391369
Norway,Daily hospital occupancy,2021-01-19,132,5391369
Norway,Daily hospital occupancy,2021-01-20,124,5391369
Norway,Daily hospital occupancy,2021-01-21,125,5391369
Norway,Daily hospital occupancy,2021-01-22,131,5391369
Norway,Daily hospital occupancy,2021-01-23,129,5391369
Norway,Daily hospital occupancy,2021-01-24,135,5391369
Norway,Weekly new hospital admissions per 100k,2021-01-24,168788298482259,5391369
Norway,Weekly new ICU admissions per 100k,2021-01-24,0.259674305357322,5391369
Norway,Daily hospital occupancy,2021-01-25,135,5391369
Norway,Daily hospital occupancy,2021-01-26,122,5391369
Norway,Daily hospital occupancy,2021-01-27,120,5391369
Norway,Daily hospital occupancy,2021-01-28,104,5391369
Norway,Daily hospital occupancy,2021-01-29,99,5391369
Norway,Daily hospital occupancy,2021-01-30,87,5391369
Norway,Daily hospital occupancy,2021-01-31,90,5391369
Norway,Weekly new hospital admissions per 100k,2021-01-31,0.890311904082247,5391369
Norway,Weekly new ICU admissions per 100k,2021-01-31,0.185481646683802,5391369
Poland,Daily hospital occupancy,2021-01-01,16757,37840001
Poland,Daily hospital occupancy,2021-01-02,16601,37840001
Poland,Daily hospital occupancy,2021-01-03,16786,37840001
Poland,Daily hospital occupancy,2021-01-04,17130,37840001
Poland,Daily hospital occupancy,2021-01-05,17191,37840001
Poland,Daily hospital occupancy,2021-01-06,17057,37840001
Poland,Daily hospital occupancy,2021-01-07,16727,37840001
Poland,Daily hospital occupancy,2021-01-11,16681,37840001
Poland,Daily hospital occupancy,2021-01-12,16859,37840001
Poland,Daily hospital occupancy,2021-01-13,16553,37840001
Poland,Daily hospital occupancy,2021-01-14,16250,37840001
Poland,Daily hospital occupancy,2021-01-15,16083,37840001
Poland,Daily hospital occupancy,2021-01-16,15887,37840001
Poland,Daily hospital occupancy,2021-01-17,15588,37840001
Poland,Daily hospital occupancy,2021-01-18,15716,37840001
Poland,Daily hospital occupancy,2021-01-19,15667,37840001
Poland,Daily hospital occupancy,2021-01-20,15324,37840001
Poland,Daily hospital occupancy,2021-01-21,14928,37840001
Poland,Daily hospital occupancy,2021-01-22,14614,37840001
Poland,Daily hospital occupancy,2021-01-23,14528,37840001
Poland,Daily hospital occupancy,2021-01-24,14377,37840001
Poland,Daily hospital occupancy,2021-01-25,14544,37840001
Poland,Daily hospital occupancy,2021-01-26,14596,37840001
Poland,Daily hospital occupancy,2021-01-27,14120,37840001
Poland,Daily hospital occupancy,2021-01-28,13879,37840001
Poland,Daily hospital occupancy,2021-01-29,13726,37840001
Poland,Daily hospital occupancy,2021-01-30,13654,37840001
Poland,Daily hospital occupancy,2021-01-31,13339,37840001
Portugal,Daily hospital occupancy,2021-01-01,2806,10298252
Portugal,Daily ICU occupancy,2021-01-01,483,10298252
Portugal,Daily hospital occupancy,2021-01-02,2858,10298252
Portugal,Daily ICU occupancy,2021-01-02,492,10298252
Portugal,Daily hospital occupancy,2021-01-03,3044,10298252
Portugal,Daily ICU occupancy,2021-01-03,500,10298252
Portugal,Weekly new hospital admissions per 100k,2021-01-03,139149828534008,10298252
Portugal,Daily hospital occupancy,2021-01-04,3171,10298252
Portugal,Daily ICU occupancy,2021-01-04,510,10298252
Portugal,Daily hospital occupancy,2021-01-05,3260,10298252
